            Interval              Radial            Vertical
                   0                   0             -3.3226
                   0                   0             -3.3226
                   1           0.0314108            -3.32309
                   2           0.0627905            -3.32457
                   3           0.0941083            -3.32704
                   4            0.125333            -3.33049
                   5            0.156434            -3.33491
                   6            0.187381            -3.34031
                   7            0.218143            -3.34668
                   8             0.24869            -3.35402
                   9            0.278991            -3.36231
                  10            0.309017            -3.37154
                  11            0.338738            -3.38172
                  12            0.368125            -3.39282
                  13            0.397148            -3.40485
                  14            0.425779            -3.41777
                  15             0.45399            -3.43159
                  16            0.481754            -3.44629
                  17            0.509041            -3.46186
                  18            0.535827            -3.47827
                  19            0.562083            -3.49552
                  20            0.587785            -3.51358
                  21            0.612907            -3.53245
                  22            0.637424            -3.55209
                  23            0.661312            -3.57249
                  24            0.684547            -3.59363
                  25            0.707107            -3.61549
                  26            0.728969            -3.63805
                  27            0.750111            -3.66129
                  28            0.770513            -3.68518
                  29            0.790155            -3.70969
                  30            0.809017            -3.73482
                  31            0.827081            -3.76052
                  32            0.844328            -3.78677
                  33            0.860742            -3.81356
                  34            0.876307            -3.84085
                  35            0.891007            -3.86861
                  36            0.904827            -3.89682
                  37            0.917755            -3.92545
                  38            0.929776            -3.95448
                  39            0.940881            -3.98386
                  40            0.951057            -4.01358
                  41            0.960294            -4.04361
                  42            0.968583            -4.07391
                  43            0.975917            -4.10446
                  44            0.982287            -4.13522
                  45            0.987688            -4.16617
                  46            0.992115            -4.19727
                  47            0.995562            -4.22849
                  48            0.998027            -4.25981
                  49            0.999507            -4.29119
                  50                   1             -4.3226
                  51            0.999507            -4.35401
                  52            0.998027            -4.38539
                  53            0.995562            -4.41671
                  54            0.992115            -4.44793
                  55            0.987688            -4.47903
                  56            0.982287            -4.50998
                  57            0.975917            -4.54074
                  58            0.968583            -4.57129
                  59            0.960294            -4.60159
                  60            0.951057            -4.63162
                  61            0.940881            -4.66134
                  62            0.929776            -4.69072
                  63            0.917755            -4.71975
                  64            0.904827            -4.74838
                  65            0.891007            -4.77659
                  66            0.876307            -4.80435
                  67            0.860742            -4.83164
                  68            0.844328            -4.85843
                  69            0.827081            -4.88468
                  70            0.809017            -4.91039
                  71            0.790155            -4.93551
                  72            0.770513            -4.96002
                  73            0.750111            -4.98391
                  74            0.728969            -5.00715
                  75            0.707107            -5.02971
                  76            0.684547            -5.05157
                  77            0.661312            -5.07271
                  78            0.637424            -5.09311
                  79            0.612907            -5.11276
                  80            0.587785            -5.13162
                  81            0.562083            -5.14968
                  82            0.535827            -5.16693
                  83            0.509041            -5.18334
                  84            0.481754            -5.19891
                  85             0.45399            -5.21361
                  86            0.425779            -5.22743
                  87            0.397148            -5.24035
                  88            0.368125            -5.25238
                  89            0.338738            -5.26348
                  90            0.309017            -5.27366
                  91            0.278991            -5.28289
                  92             0.24869            -5.29118
                  93            0.218143            -5.29852
                  94            0.187381            -5.30489
                  95            0.156434            -5.31029
                  96            0.125333            -5.31472
                  97           0.0941083            -5.31816
                  98           0.0627905            -5.32063
                  99                   0             -5.3226
