            Interval              Radial            Vertical
                   0                   0             2.94348
                   0                   0             2.94348
                   1           0.0314108             2.94299
                   2           0.0627905             2.94151
                   3           0.0941083             2.93904
                   4            0.125333              2.9356
                   5            0.156434             2.93117
                   6            0.187381             2.92577
                   7            0.218143              2.9194
                   8             0.24869             2.91207
                   9            0.278991             2.90378
                  10            0.309017             2.89454
                  11            0.338738             2.88436
                  12            0.368125             2.87326
                  13            0.397148             2.86124
                  14            0.425779             2.84831
                  15             0.45399             2.83449
                  16            0.481754             2.81979
                  17            0.509041             2.80422
                  18            0.535827             2.78781
                  19            0.562083             2.77056
                  20            0.587785              2.7525
                  21            0.612907             2.73364
                  22            0.637424               2.714
                  23            0.661312             2.69359
                  24            0.684547             2.67245
                  25            0.707107             2.65059
                  26            0.728969             2.62803
                  27            0.750111             2.60479
                  28            0.770513             2.58091
                  29            0.790155             2.55639
                  30            0.809017             2.53127
                  31            0.827081             2.50557
                  32            0.844328             2.47931
                  33            0.860742             2.45252
                  34            0.876307             2.42524
                  35            0.891007             2.39747
                  36            0.904827             2.36926
                  37            0.917755             2.34063
                  38            0.929776             2.31161
                  39            0.940881             2.28222
                  40            0.951057              2.2525
                  41            0.960294             2.22247
                  42            0.968583             2.19217
                  43            0.975917             2.16163
                  44            0.982287             2.13086
                  45            0.987688             2.09992
                  46            0.992115             2.06882
                  47            0.995562             2.03759
                  48            0.998027             2.00627
                  49            0.999507             1.97489
                  50                   1             1.94348
                  51            0.999507             1.91207
                  52            0.998027             1.88069
                  53            0.995562             1.84937
                  54            0.992115             1.81815
                  55            0.987688             1.78705
                  56            0.982287              1.7561
                  57            0.975917             1.72534
                  58            0.968583             1.69479
                  59            0.960294             1.66449
                  60            0.951057             1.63447
                  61            0.940881             1.60474
                  62            0.929776             1.57536
                  63            0.917755             1.54633
                  64            0.904827              1.5177
                  65            0.891007             1.48949
                  66            0.876307             1.46173
                  67            0.860742             1.43444
                  68            0.844328             1.40766
                  69            0.827081              1.3814
                  70            0.809017              1.3557
                  71            0.790155             1.33058
                  72            0.770513             1.30606
                  73            0.750111             1.28217
                  74            0.728969             1.25894
                  75            0.707107             1.23638
                  76            0.684547             1.21451
                  77            0.661312             1.19337
                  78            0.637424             1.17297
                  79            0.612907             1.15333
                  80            0.587785             1.13447
                  81            0.562083              1.1164
                  82            0.535827             1.09915
                  83            0.509041             1.08274
                  84            0.481754             1.06718
                  85             0.45399             1.05248
                  86            0.425779             1.03866
                  87            0.397148             1.02573
                  88            0.368125             1.01371
                  89            0.338738              1.0026
                  90            0.309017            0.992426
                  91            0.278991            0.983189
                  92             0.24869            0.974899
                  93            0.218143            0.967566
                  94            0.187381            0.961195
                  95            0.156434            0.955794
                  96            0.125333            0.951368
                  97           0.0941083             0.94792
                  98           0.0627905            0.945456
                  99                   0            0.943482
