           iteration                time              height            velocity
                   0                   0                   3            -1.34193
                   1                0.01             2.98658            -1.33873
                   2                0.02             2.97319            -1.33555
                   3                0.03             2.95984            -1.33239
                   4                0.04             2.94651            -1.32926
                   5                0.05             2.93322            -1.32614
                   6                0.06             2.91996            -1.32304
                   7                0.07             2.90673            -1.31997
                   8                0.08             2.89353            -1.31691
                   9                0.09             2.88036            -1.31387
                  10                 0.1             2.86722            -1.31085
                  11                0.11             2.85411            -1.30785
                  12                0.12             2.84104            -1.30487
                  13                0.13             2.82799            -1.30191
                  14                0.14             2.81497            -1.29896
                  15                0.15             2.80198            -1.29603
                  16                0.16             2.78902            -1.29312
                  17                0.17             2.77609            -1.29022
                  18                0.18             2.76318            -1.28734
                  19                0.19             2.75031            -1.28448
                  20                 0.2             2.73747            -1.28163
                  21                0.21             2.72465             -1.2788
                  22                0.22             2.71186            -1.27598
                  23                0.23              2.6991            -1.27318
                  24                0.24             2.68637             -1.2704
                  25                0.25             2.67367            -1.26762
                  26                0.26             2.66099            -1.26487
                  27                0.27             2.64834            -1.26212
                  28                0.28             2.63572            -1.25939
                  29                0.29             2.62313            -1.25668
                  30                 0.3             2.61056            -1.25398
                  31                0.31             2.59802            -1.25129
                  32                0.32             2.58551            -1.24861
                  33                0.33             2.57302            -1.24595
                  34                0.34             2.56056             -1.2433
                  35                0.35             2.54813            -1.24066
                  36                0.36             2.53572            -1.23804
                  37                0.37             2.52334            -1.23542
                  38                0.38             2.51099            -1.23282
                  39                0.39             2.49866            -1.23023
                  40                 0.4             2.48636            -1.22765
                  41                0.41             2.47408            -1.22509
                  42                0.42             2.46183            -1.22253
                  43                0.43              2.4496            -1.21999
                  44                0.44              2.4374            -1.21745
                  45                0.45             2.42523            -1.21493
                  46                0.46             2.41308            -1.21242
                  47                0.47             2.40096            -1.20991
                  48                0.48             2.38886            -1.20742
                  49                0.49             2.37678            -1.20494
                  50                 0.5             2.36473            -1.20247
                  51                0.51             2.35271            -1.20001
                  52                0.52             2.34071            -1.19755
                  53                0.53             2.32873            -1.19511
                  54                0.54             2.31678            -1.19268
                  55                0.55             2.30485            -1.19025
                  56                0.56             2.29295            -1.18784
                  57                0.57             2.28107            -1.18543
                  58                0.58             2.26922            -1.18303
                  59                0.59             2.25739            -1.18064
                  60                 0.6             2.24558            -1.17826
                  61                0.61              2.2338            -1.17589
                  62                0.62             2.22204            -1.17353
                  63                0.63             2.21031            -1.17117
                  64                0.64             2.19859            -1.16882
                  65                0.65             2.18691            -1.16648
                  66                0.66             2.17524            -1.16415
                  67                0.67              2.1636            -1.16182
                  68                0.68             2.15198            -1.15951
                  69                0.69             2.14039             -1.1572
                  70                 0.7             2.12881             -1.1549
                  71                0.71             2.11727             -1.1526
                  72                0.72             2.10574            -1.15031
                  73                0.73             2.09424            -1.14803
                  74                0.74             2.08276            -1.14576
                  75                0.75              2.0713            -1.14349
                  76                0.76             2.05986            -1.14123
                  77                0.77             2.04845            -1.13897
                  78                0.78             2.03706            -1.13673
                  79                0.79             2.02569            -1.13449
                  80                 0.8             2.01435            -1.13225
                  81                0.81             2.00303            -1.13002
                  82                0.82             1.99173             -1.1278
                  83                0.83             1.98045            -1.12558
                  84                0.84             1.96919            -1.12337
                  85                0.85             1.95796            -1.12117
                  86                0.86             1.94675            -1.11897
                  87                0.87             1.93556            -1.11677
                  88                0.88             1.92439            -1.11458
                  89                0.89             1.91324             -1.1124
                  90                 0.9             1.90212            -1.11022
                  91                0.91             1.89102            -1.10805
                  92                0.92             1.87994            -1.10588
                  93                0.93             1.86888            -1.10372
                  94                0.94             1.85784            -1.10156
                  95                0.95             1.84683            -1.09941
                  96                0.96             1.83583            -1.09726
                  97                0.97             1.82486            -1.09512
                  98                0.98             1.81391            -1.09298
                  99                0.99             1.80298            -1.09085
                 100                   1             1.79207            -1.08872
                 101                1.01             1.78118            -1.08659
                 102                1.02             1.77032            -1.08447
                 103                1.03             1.75947            -1.08236
                 104                1.04             1.74865            -1.08025
                 105                1.05             1.73785            -1.07814
                 106                1.06             1.72706            -1.07603
                 107                1.07              1.7163            -1.07393
