            Interval              Radial            Vertical
                   0                   0             1.99546
                   0                   0             1.99546
                   1           0.0314108             1.99497
                   2           0.0627905             1.99349
                   3           0.0941083             1.99103
                   4            0.125333             1.98758
                   5            0.156434             1.98315
                   6            0.187381             1.97775
                   7            0.218143             1.97138
                   8             0.24869             1.96405
                   9            0.278991             1.95576
                  10            0.309017             1.94652
                  11            0.338738             1.93635
                  12            0.368125             1.92524
                  13            0.397148             1.91322
                  14            0.425779             1.90029
                  15             0.45399             1.88647
                  16            0.481754             1.87177
                  17            0.509041             1.85621
                  18            0.535827             1.83979
                  19            0.562083             1.82255
                  20            0.587785             1.80448
                  21            0.612907             1.78562
                  22            0.637424             1.76598
                  23            0.661312             1.74558
                  24            0.684547             1.72443
                  25            0.707107             1.70257
                  26            0.728969             1.68001
                  27            0.750111             1.65678
                  28            0.770513             1.63289
                  29            0.790155             1.60837
                  30            0.809017             1.58325
                  31            0.827081             1.55755
                  32            0.844328             1.53129
                  33            0.860742             1.50451
                  34            0.876307             1.47722
                  35            0.891007             1.44945
                  36            0.904827             1.42124
                  37            0.917755             1.39261
                  38            0.929776             1.36359
                  39            0.940881              1.3342
                  40            0.951057             1.30448
                  41            0.960294             1.27446
                  42            0.968583             1.24415
                  43            0.975917             1.21361
                  44            0.982287             1.18285
                  45            0.987688              1.1519
                  46            0.992115              1.1208
                  47            0.995562             1.08957
                  48            0.998027             1.05826
                  49            0.999507             1.02688
                  50                   1            0.995464
                  51            0.999507            0.964054
                  52            0.998027            0.932674
                  53            0.995562            0.901356
                  54            0.992115            0.870131
                  55            0.987688             0.83903
                  56            0.982287            0.808083
                  57            0.975917            0.777321
                  58            0.968583            0.746775
                  59            0.960294            0.716473
                  60            0.951057            0.686447
                  61            0.940881            0.656727
                  62            0.929776             0.62734
                  63            0.917755            0.598317
                  64            0.904827            0.569685
                  65            0.891007            0.541474
                  66            0.876307            0.513711
                  67            0.860742            0.486423
                  68            0.844328            0.459638
                  69            0.827081            0.433381
                  70            0.809017            0.407679
                  71            0.790155            0.382557
                  72            0.770513            0.358041
                  73            0.750111            0.334153
                  74            0.728969            0.310917
                  75            0.707107            0.288358
                  76            0.684547            0.266496
                  77            0.661312            0.245353
                  78            0.637424            0.224951
                  79            0.612907            0.205309
                  80            0.587785            0.186447
                  81            0.562083            0.168384
                  82            0.535827            0.151137
                  83            0.509041            0.134722
                  84            0.481754            0.119158
                  85             0.45399            0.104458
                  86            0.425779           0.0906374
                  87            0.397148           0.0777099
                  88            0.368125            0.065688
                  89            0.338738           0.0545837
                  90            0.309017            0.044408
                  91            0.278991           0.0351708
                  92             0.24869           0.0268813
                  93            0.218143           0.0195477
                  94            0.187381           0.0131772
                  95            0.156434          0.00777615
                  96            0.125333          0.00334979
                  97           0.0941083        -9.74729e-05
                  98           0.0627905         -0.00256224
                  99                   0         -0.00453551
