            Interval              Radial            Vertical
                   0                   0              2.4083
                   0                   0              2.4083
                   1           0.0314108             2.40781
                   2           0.0627905             2.40633
                   3           0.0941083             2.40386
                   4            0.125333             2.40042
                   5            0.156434             2.39599
                   6            0.187381             2.39059
                   7            0.218143             2.38422
                   8             0.24869             2.37688
                   9            0.278991             2.36859
                  10            0.309017             2.35936
                  11            0.338738             2.34918
                  12            0.368125             2.33808
                  13            0.397148             2.32606
                  14            0.425779             2.31313
                  15             0.45399             2.29931
                  16            0.481754             2.28461
                  17            0.509041             2.26904
                  18            0.535827             2.25263
                  19            0.562083             2.23538
                  20            0.587785             2.21732
                  21            0.612907             2.19846
                  22            0.637424             2.17881
                  23            0.661312             2.15841
                  24            0.684547             2.13727
                  25            0.707107             2.11541
                  26            0.728969             2.09285
                  27            0.750111             2.06961
                  28            0.770513             2.04572
                  29            0.790155             2.02121
                  30            0.809017             1.99609
                  31            0.827081             1.97038
                  32            0.844328             1.94413
                  33            0.860742             1.91734
                  34            0.876307             1.89005
                  35            0.891007             1.86229
                  36            0.904827             1.83408
                  37            0.917755             1.80545
                  38            0.929776             1.77643
                  39            0.940881             1.74704
                  40            0.951057             1.71732
                  41            0.960294             1.68729
                  42            0.968583             1.65699
                  43            0.975917             1.62644
                  44            0.982287             1.59568
                  45            0.987688             1.56474
                  46            0.992115             1.53363
                  47            0.995562             1.50241
                  48            0.998027             1.47109
                  49            0.999507             1.43971
                  50                   1              1.4083
                  51            0.999507             1.37689
                  52            0.998027             1.34551
                  53            0.995562             1.31419
                  54            0.992115             1.28297
                  55            0.987688             1.25187
                  56            0.982287             1.22092
                  57            0.975917             1.19016
                  58            0.968583             1.15961
                  59            0.960294             1.12931
                  60            0.951057             1.09928
                  61            0.940881             1.06956
                  62            0.929776             1.04018
                  63            0.917755             1.01115
                  64            0.904827            0.982522
                  65            0.891007             0.95431
                  66            0.876307            0.926547
                  67            0.860742            0.899259
                  68            0.844328            0.872474
                  69            0.827081            0.846218
                  70            0.809017            0.820516
                  71            0.790155            0.795394
                  72            0.770513            0.770877
                  73            0.750111            0.746989
                  74            0.728969            0.723754
                  75            0.707107            0.701194
                  76            0.684547            0.679332
                  77            0.661312             0.65819
                  78            0.637424            0.637788
                  79            0.612907            0.618146
                  80            0.587785            0.599284
                  81            0.562083             0.58122
                  82            0.535827            0.563973
                  83            0.509041            0.547559
                  84            0.481754            0.531994
                  85             0.45399            0.517294
                  86            0.425779            0.503474
                  87            0.397148            0.490546
                  88            0.368125            0.478524
                  89            0.338738             0.46742
                  90            0.309017            0.457244
                  91            0.278991            0.448007
                  92             0.24869            0.439718
                  93            0.218143            0.432384
                  94            0.187381            0.426014
                  95            0.156434            0.420613
                  96            0.125333            0.416186
                  97           0.0941083            0.412739
                  98           0.0627905            0.410274
                  99                   0            0.408301
