           iteration                time              height            velocity
                   0                   0                   3            -1.34809
                   1                0.01             2.98652            -1.33832
                   2                0.02             2.97314            -1.32882
                   3                0.03             2.95985            -1.31958
                   4                0.04             2.94665            -1.31058
                   5                0.05             2.93355            -1.30183
                   6                0.06             2.92053            -1.29331
                   7                0.07             2.90759            -1.28502
                   8                0.08             2.89474            -1.27694
                   9                0.09             2.88198            -1.26908
                  10                 0.1             2.86928            -1.26143
                  11                0.11             2.85667            -1.25398
                  12                0.12             2.84413            -1.24672
                  13                0.13             2.83166            -1.23965
                  14                0.14             2.81927            -1.23275
                  15                0.15             2.80694            -1.22604
                  16                0.16             2.79468             -1.2195
                  17                0.17             2.78248            -1.21312
                  18                0.18             2.77035             -1.2069
                  19                0.19             2.75828            -1.20084
                  20                 0.2             2.74628            -1.19492
                  21                0.21             2.73433            -1.18915
                  22                0.22             2.72243            -1.18353
                  23                0.23              2.7106            -1.17804
                  24                0.24             2.69882            -1.17268
                  25                0.25             2.68709            -1.16745
                  26                0.26             2.67542            -1.16235
                  27                0.27             2.66379            -1.15736
                  28                0.28             2.65222             -1.1525
                  29                0.29              2.6407            -1.14774
                  30                 0.3             2.62922             -1.1431
                  31                0.31             2.61779            -1.13856
                  32                0.32              2.6064            -1.13413
                  33                0.33             2.59506            -1.12979
                  34                0.34             2.58376            -1.12555
                  35                0.35             2.57251            -1.12141
                  36                0.36             2.56129            -1.11736
                  37                0.37             2.55012            -1.11339
                  38                0.38             2.53898            -1.10951
                  39                0.39             2.52789            -1.10572
                  40                 0.4             2.51683              -1.102
                  41                0.41             2.50581            -1.09837
                  42                0.42             2.49483             -1.0948
                  43                0.43             2.48388            -1.09131
                  44                0.44             2.47297             -1.0879
                  45                0.45             2.46209            -1.08455
                  46                0.46             2.45124            -1.08127
                  47                0.47             2.44043            -1.07805
                  48                0.48             2.42965            -1.07489
                  49                0.49              2.4189             -1.0718
                  50                 0.5             2.40818            -1.06877
                  51                0.51              2.3975            -1.06579
                  52                0.52             2.38684            -1.06287
                  53                0.53             2.37621               -1.06
                  54                0.54             2.36561            -1.05719
                  55                0.55             2.35504            -1.05442
                  56                0.56             2.34449            -1.05171
                  57                0.57             2.33398            -1.04904
                  58                0.58             2.32349            -1.04642
                  59                0.59             2.31302            -1.04384
                  60                 0.6             2.30258            -1.04131
                  61                0.61             2.29217            -1.03882
                  62                0.62             2.28178            -1.03637
                  63                0.63             2.27142            -1.03397
                  64                0.64             2.26108             -1.0316
                  65                0.65             2.25076            -1.02927
                  66                0.66             2.24047            -1.02697
                  67                0.67              2.2302            -1.02471
                  68                0.68             2.21995            -1.02248
                  69                0.69             2.20973            -1.02029
                  70                 0.7             2.19952            -1.01813
                  71                0.71             2.18934              -1.016
                  72                0.72             2.17918            -1.01391
                  73                0.73             2.16904            -1.01184
                  74                0.74             2.15893             -1.0098
                  75                0.75             2.14883            -1.00779
                  76                0.76             2.13875            -1.00581
                  77                0.77             2.12869            -1.00385
                  78                0.78             2.11865            -1.00192
                  79                0.79             2.10863            -1.00001
                  80                 0.8             2.09863           -0.998128
                  81                0.81             2.08865            -0.99627
                  82                0.82             2.07869           -0.994434
                  83                0.83             2.06875           -0.992621
                  84                0.84             2.05882           -0.990829
                  85                0.85             2.04891           -0.989058
                  86                0.86             2.03902           -0.987308
                  87                0.87             2.02915           -0.985577
                  88                0.88             2.01929           -0.983866
                  89                0.89             2.00945           -0.982174
                  90                 0.9             1.99963             -0.9805
                  91                0.91             1.98983           -0.978844
                  92                0.92             1.98004           -0.977205
                  93                0.93             1.97027           -0.975583
                  94                0.94             1.96051           -0.973977
                  95                0.95             1.95077           -0.972387
                  96                0.96             1.94105           -0.970813
                  97                0.97             1.93134           -0.969253
                  98                0.98             1.92165           -0.967709
                  99                0.99             1.91197           -0.966178
                 100                   1             1.90231           -0.964662
                 101                1.01             1.89266           -0.963159
                 102                1.02             1.88303           -0.961669
                 103                1.03             1.87341           -0.960191
                 104                1.04             1.86381           -0.958727
                 105                1.05             1.85422           -0.957274
                 106                1.06             1.84465           -0.955833
                 107                1.07             1.83509           -0.954404
                 108                1.08             1.82555           -0.952986
                 109                1.09             1.81602           -0.951579
                 110                 1.1              1.8065           -0.950182
                 111                1.11               1.797           -0.948796
                 112                1.12             1.78751            -0.94742
                 113                1.13             1.77804           -0.946054
                 114                1.14             1.76858           -0.944697
                 115                1.15             1.75913           -0.943349
                 116                1.16              1.7497           -0.942011
                 117                1.17             1.74028           -0.940682
                 118                1.18             1.73087           -0.939361
                 119                1.19             1.72148           -0.938048
                 120                 1.2              1.7121           -0.936744
                 121                1.21             1.70273           -0.935448
                 122                1.22             1.69337           -0.934159
                 123                1.23             1.68403           -0.932878
                 124                1.24              1.6747           -0.931605
                 125                1.25             1.66539           -0.930338
                 126                1.26             1.65608           -0.929079
                 127                1.27             1.64679           -0.927827
                 128                1.28             1.63752           -0.926581
                 129                1.29             1.62825           -0.925342
                 130                 1.3               1.619           -0.924109
                 131                1.31             1.60976           -0.922883
                 132                1.32             1.60053           -0.921662
                 133                1.33             1.59131           -0.920448
                 134                1.34             1.58211           -0.919239
                 135                1.35             1.57291           -0.918036
                 136                1.36             1.56373           -0.916838
                 137                1.37             1.55456           -0.915646
                 138                1.38             1.54541           -0.914459
                 139                1.39             1.53626           -0.913278
                 140                 1.4             1.52713           -0.912101
                 141                1.41             1.51801           -0.910929
                 142                1.42              1.5089           -0.909762
                 143                1.43              1.4998           -0.908599
                 144                1.44             1.49072           -0.907441
                 145                1.45             1.48164           -0.906288
                 146                1.46             1.47258           -0.905139
                 147                1.47             1.46353           -0.903994
                 148                1.48             1.45449           -0.902853
                 149                1.49             1.44546           -0.901717
                 150                 1.5             1.43644           -0.900584
                 151                1.51             1.42744           -0.899455
                 152                1.52             1.41844            -0.89833
                 153                1.53             1.40946           -0.897209
                 154                1.54             1.40049           -0.896091
                 155                1.55             1.39153           -0.894977
                 156                1.56             1.38258           -0.893867
                 157                1.57             1.37364           -0.892759
                 158                1.58             1.36471           -0.891655
                 159                1.59             1.35579           -0.890554
                 160                 1.6             1.34689           -0.889457
                 161                1.61             1.33799           -0.888362
                 162                1.62             1.32911           -0.887271
                 163                1.63             1.32024           -0.886182
                 164                1.64             1.31137           -0.885096
                 165                1.65             1.30252           -0.884014
                 166                1.66             1.29368           -0.882933
                 167                1.67             1.28485           -0.881856
                 168                1.68             1.27604           -0.880781
                 169                1.69             1.26723           -0.879709
                 170                 1.7             1.25843            -0.87864
                 171                1.71             1.24964           -0.877572
                 172                1.72             1.24087           -0.876508
                 173                1.73              1.2321           -0.875445
                 174                1.74             1.22335           -0.874385
                 175                1.75             1.21461           -0.873327
                 176                1.76             1.20587           -0.872272
                 177                1.77             1.19715           -0.871219
                 178                1.78             1.18844           -0.870167
                 179                1.79             1.17974           -0.869118
                 180                 1.8             1.17104           -0.868071
                 181                1.81             1.16236           -0.867026
                 182                1.82             1.15369           -0.865983
                 183                1.83             1.14503           -0.864942
                 184                1.84             1.13638           -0.863902
                 185                1.85             1.12774           -0.862865
                 186                1.86             1.11912           -0.861829
                 187                1.87              1.1105           -0.860795
                 188                1.88             1.10189           -0.859763
                 189                1.89             1.09329           -0.858732
                 190                 1.9              1.0847           -0.857703
                 191                1.91             1.07613           -0.856676
                 192                1.92             1.06756            -0.85565
                 193                1.93               1.059           -0.854626
                 194                1.94             1.05046           -0.853603
                 195                1.95             1.04192           -0.852582
                 196                1.96              1.0334           -0.851563
                 197                1.97             1.02488           -0.850545
                 198                1.98             1.01638           -0.849528
                 199                1.99             1.00788           -0.848512
                 200                   2            0.999395           -0.847498
                 201                2.01             0.99092           -0.846486
                 202                2.02            0.982455           -0.845474
                 203                2.03               0.974           -0.844464
                 204                2.04            0.965556           -0.843455
                 205                2.05            0.957121           -0.842447
                 206                2.06            0.948697           -0.841441
                 207                2.07            0.940282           -0.840436
                 208                2.08            0.931878           -0.839432
                 209                2.09            0.923484           -0.838429
                 210                 2.1            0.915099           -0.837427
                 211                2.11            0.906725           -0.836426
                 212                2.12            0.898361           -0.835426
                 213                2.13            0.890007           -0.834428
                 214                2.14            0.881662            -0.83343
                 215                2.15            0.873328           -0.832434
                 216                2.16            0.865004           -0.831438
                 217                2.17            0.856689           -0.830444
                 218                2.18            0.848385            -0.82945
                 219                2.19             0.84009           -0.828458
                 220                 2.2            0.831806           -0.827466
                 221                2.21            0.823531           -0.826475
                 222                2.22            0.815266           -0.825485
                 223                2.23            0.807012           -0.824496
                 224                2.24            0.798767           -0.823508
                 225                2.25            0.790532           -0.822521
                 226                2.26            0.782306           -0.821535
                 227                2.27            0.774091            -0.82055
                 228                2.28            0.765885           -0.819565
                 229                2.29             0.75769           -0.818581
                 230                 2.3            0.749504           -0.817598
                 231                2.31            0.741328           -0.816616
                 232                2.32            0.733162           -0.815635
                 233                2.33            0.725005           -0.814654
                 234                2.34            0.716859           -0.813674
                 235                2.35            0.708722           -0.812695
                 236                2.36            0.700595           -0.811717
                 237                2.37            0.692478            -0.81074
                 238                2.38            0.684371           -0.809763
                 239                2.39            0.676273           -0.808787
                 240                 2.4            0.668185           -0.807812
                 241                2.41            0.660107           -0.806837
                 242                2.42            0.652039           -0.805863
                 243                2.43             0.64398            -0.80489
                 244                2.44            0.635931           -0.803918
                 245                2.45            0.627892           -0.802946
                 246                2.46            0.619863           -0.801975
                 247                2.47            0.611843           -0.801005
                 248                2.48            0.603833           -0.800035
                 249                2.49            0.595832           -0.799066
                 250                 2.5            0.587842           -0.798098
                 251                2.51            0.579861            -0.79713
                 252                2.52            0.571889           -0.796163
                 253                2.53            0.563928           -0.795197
                 254                2.54            0.555976           -0.794232
                 255                2.55            0.548034           -0.793267
                 256                2.56            0.540101           -0.792303
                 257                2.57            0.532178           -0.791339
                 258                2.58            0.524264           -0.790376
                 259                2.59            0.516361           -0.789414
                 260                 2.6            0.508467           -0.788453
                 261                2.61            0.500582           -0.787492
                 262                2.62            0.492707           -0.786532
                 263                2.63            0.484842           -0.785572
                 264                2.64            0.476986           -0.784614
                 265                2.65             0.46914           -0.783656
                 266                2.66            0.461303           -0.782698
                 267                2.67            0.453476           -0.781741
                 268                2.68            0.445659           -0.780786
                 269                2.69            0.437851            -0.77983
                 270                 2.7            0.430053           -0.778876
                 271                2.71            0.422264           -0.777922
                 272                2.72            0.414485           -0.776969
                 273                2.73            0.406715           -0.776016
                 274                2.74            0.398955           -0.775064
                 275                2.75            0.391204           -0.774113
                 276                2.76            0.383463           -0.773163
                 277                2.77            0.375732           -0.772214
                 278                2.78            0.368009           -0.771265
                 279                2.79            0.360297           -0.770317
                 280                 2.8            0.352594            -0.76937
                 281                2.81              0.3449           -0.768423
                 282                2.82            0.337216           -0.767477
                 283                2.83            0.329541           -0.766533
                 284                2.84            0.321876           -0.765588
                 285                2.85             0.31422           -0.764645
                 286                2.86            0.306573           -0.763703
                 287                2.87            0.298936           -0.762761
                 288                2.88            0.291309            -0.76182
                 289                2.89             0.28369            -0.76088
                 290                 2.9            0.276082           -0.759941
                 291                2.91            0.268482           -0.759002
                 292                2.92            0.260892           -0.758065
                 293                2.93            0.253312           -0.757128
                 294                2.94             0.24574           -0.756193
                 295                2.95            0.238178           -0.755258
                 296                2.96            0.230626           -0.754324
                 297                2.97            0.223083           -0.753391
                 298                2.98            0.215549           -0.752459
                 299                2.99            0.208024           -0.751528
                 300                   3            0.200509           -0.750598
                 301                3.01            0.193003           -0.749669
                 302                3.02            0.185506           -0.748741
                 303                3.03            0.178019           -0.747814
                 304                3.04            0.170541           -0.746888
                 305                3.05            0.163072           -0.745963
                 306                3.06            0.155612           -0.745039
                 307                3.07            0.148162           -0.744116
                 308                3.08             0.14072           -0.743194
                 309                3.09            0.133289           -0.742273
                 310                 3.1            0.125866           -0.741354
                 311                3.11            0.118452           -0.740435
                 312                3.12            0.111048           -0.739518
                 313                3.13            0.103653           -0.738602
                 314                3.14           0.0962667           -0.737687
                 315                3.15           0.0888898           -0.736773
                 316                3.16           0.0815221            -0.73586
                 317                3.17           0.0741635           -0.734949
                 318                3.18            0.066814           -0.734039
                 319                3.19           0.0594736            -0.73313
                 320                 3.2           0.0521423           -0.732222
                 321                3.21           0.0448201           -0.731316
                 322                3.22           0.0375069           -0.730411
                 323                3.23           0.0302028           -0.729507
                 324                3.24           0.0229077           -0.728605
                 325                3.25           0.0156217           -0.727704
                 326                3.26          0.00834466           -0.726805
                 327                3.27          0.00107661           -0.725907
                 328                3.28         -0.00618246            -0.72501
                 329                3.29          -0.0134326           -0.724115
                 330                 3.3          -0.0206737           -0.723221
                 331                3.31          -0.0279059           -0.722329
                 332                3.32          -0.0351292           -0.721438
                 333                3.33          -0.0423436           -0.720549
                 334                3.34          -0.0495491           -0.719661
                 335                3.35          -0.0567457           -0.718775
                 336                3.36          -0.0639334           -0.717891
                 337                3.37          -0.0711123           -0.717008
                 338                3.38          -0.0782824           -0.716127
                 339                3.39          -0.0854437           -0.715247
                 340                 3.4          -0.0925962           -0.714369
                 341                3.41          -0.0997399           -0.713493
                 342                3.42           -0.106875           -0.712619
                 343                3.43           -0.114001           -0.711746
                 344                3.44           -0.121118           -0.710875
                 345                3.45           -0.128227           -0.710006
                 346                3.46           -0.135327           -0.709139
                 347                3.47           -0.142419           -0.708274
                 348                3.48           -0.149501            -0.70741
                 349                3.49           -0.156575           -0.706549
                 350                 3.5           -0.163641           -0.705689
                 351                3.51           -0.170698           -0.704831
                 352                3.52           -0.177746           -0.703975
                 353                3.53           -0.184786           -0.703122
                 354                3.54           -0.191817            -0.70227
                 355                3.55            -0.19884            -0.70142
                 356                3.56           -0.205854           -0.700573
                 357                3.57            -0.21286           -0.699727
                 358                3.58           -0.219857           -0.698884
                 359                3.59           -0.226846           -0.698042
                 360                 3.6           -0.233826           -0.697203
                 361                3.61           -0.240798           -0.696366
                 362                3.62           -0.247762           -0.695532
                 363                3.63           -0.254717           -0.694699
