            Interval              Radial            Vertical
                   0                   0             3.70006
                   0                   0             3.70006
                   1           0.0314108             3.69957
                   2           0.0627905             3.69809
                   3           0.0941083             3.69562
                   4            0.125333             3.69217
                   5            0.156434             3.68775
                   6            0.187381             3.68235
                   7            0.218143             3.67598
                   8             0.24869             3.66864
                   9            0.278991             3.66035
                  10            0.309017             3.65112
                  11            0.338738             3.64094
                  12            0.368125             3.62984
                  13            0.397148             3.61781
                  14            0.425779             3.60489
                  15             0.45399             3.59107
                  16            0.481754             3.57637
                  17            0.509041              3.5608
                  18            0.535827             3.54439
                  19            0.562083             3.52714
                  20            0.587785             3.50908
                  21            0.612907             3.49021
                  22            0.637424             3.47057
                  23            0.661312             3.45017
                  24            0.684547             3.42903
                  25            0.707107             3.40717
                  26            0.728969             3.38461
                  27            0.750111             3.36137
                  28            0.770513             3.33748
                  29            0.790155             3.31297
                  30            0.809017             3.28784
                  31            0.827081             3.26214
                  32            0.844328             3.23589
                  33            0.860742              3.2091
                  34            0.876307             3.18181
                  35            0.891007             3.15405
                  36            0.904827             3.12584
                  37            0.917755             3.09721
                  38            0.929776             3.06818
                  39            0.940881              3.0388
                  40            0.951057             3.00908
                  41            0.960294             2.97905
                  42            0.968583             2.94875
                  43            0.975917              2.9182
                  44            0.982287             2.88744
                  45            0.987688             2.85649
                  46            0.992115             2.82539
                  47            0.995562             2.79417
                  48            0.998027             2.76285
                  49            0.999507             2.73147
                  50                   1             2.70006
                  51            0.999507             2.66865
                  52            0.998027             2.63727
                  53            0.995562             2.60595
                  54            0.992115             2.57473
                  55            0.987688             2.54363
                  56            0.982287             2.51268
                  57            0.975917             2.48192
                  58            0.968583             2.45137
                  59            0.960294             2.42107
                  60            0.951057             2.39104
                  61            0.940881             2.36132
                  62            0.929776             2.33194
                  63            0.917755             2.30291
                  64            0.904827             2.27428
                  65            0.891007             2.24607
                  66            0.876307             2.21831
                  67            0.860742             2.19102
                  68            0.844328             2.16423
                  69            0.827081             2.13798
                  70            0.809017             2.11227
                  71            0.790155             2.08715
                  72            0.770513             2.06264
                  73            0.750111             2.03875
                  74            0.728969             2.01551
                  75            0.707107             1.99295
                  76            0.684547             1.97109
                  77            0.661312             1.94995
                  78            0.637424             1.92955
                  79            0.612907              1.9099
                  80            0.587785             1.89104
                  81            0.562083             1.87298
                  82            0.535827             1.85573
                  83            0.509041             1.83932
                  84            0.481754             1.82375
                  85             0.45399             1.80905
                  86            0.425779             1.79523
                  87            0.397148             1.78231
                  88            0.368125             1.77028
                  89            0.338738             1.75918
                  90            0.309017               1.749
                  91            0.278991             1.73977
                  92             0.24869             1.73148
                  93            0.218143             1.72414
                  94            0.187381             1.71777
                  95            0.156434             1.71237
                  96            0.125333             1.70794
                  97           0.0941083              1.7045
                  98           0.0627905             1.70203
                  99                   0             1.70006
