            Interval              Radial            Vertical
                   0                   0              2.1634
                   0                   0              2.1634
                   1           0.0314108             2.16291
                   2           0.0627905             2.16143
                   3           0.0941083             2.15897
                   4            0.125333             2.15552
                   5            0.156434             2.15109
                   6            0.187381             2.14569
                   7            0.218143             2.13932
                   8             0.24869             2.13199
                   9            0.278991              2.1237
                  10            0.309017             2.11446
                  11            0.338738             2.10428
                  12            0.368125             2.09318
                  13            0.397148             2.08116
                  14            0.425779             2.06823
                  15             0.45399             2.05441
                  16            0.481754             2.03971
                  17            0.509041             2.02415
                  18            0.535827             2.00773
                  19            0.562083             1.99048
                  20            0.587785             1.97242
                  21            0.612907             1.95356
                  22            0.637424             1.93392
                  23            0.661312             1.91351
                  24            0.684547             1.89237
                  25            0.707107             1.87051
                  26            0.728969             1.84795
                  27            0.750111             1.82472
                  28            0.770513             1.80083
                  29            0.790155             1.77631
                  30            0.809017             1.75119
                  31            0.827081             1.72549
                  32            0.844328             1.69923
                  33            0.860742             1.67244
                  34            0.876307             1.64516
                  35            0.891007             1.61739
                  36            0.904827             1.58918
                  37            0.917755             1.56055
                  38            0.929776             1.53153
                  39            0.940881             1.50214
                  40            0.951057             1.47242
                  41            0.960294             1.44239
                  42            0.968583             1.41209
                  43            0.975917             1.38155
                  44            0.982287             1.35078
                  45            0.987688             1.31984
                  46            0.992115             1.28874
                  47            0.995562             1.25751
                  48            0.998027             1.22619
                  49            0.999507             1.19481
                  50                   1              1.1634
                  51            0.999507             1.13199
                  52            0.998027             1.10061
                  53            0.995562              1.0693
                  54            0.992115             1.03807
                  55            0.987688             1.00697
                  56            0.982287            0.976022
                  57            0.975917             0.94526
                  58            0.968583            0.914713
                  59            0.960294            0.884412
                  60            0.951057            0.854386
                  61            0.940881            0.824665
                  62            0.929776            0.795279
                  63            0.917755            0.766255
                  64            0.904827            0.737624
                  65            0.891007            0.709413
                  66            0.876307             0.68165
                  67            0.860742            0.654362
                  68            0.844328            0.627577
                  69            0.827081             0.60132
                  70            0.809017            0.575618
                  71            0.790155            0.550496
                  72            0.770513            0.525979
                  73            0.750111            0.502091
                  74            0.728969            0.478856
                  75            0.707107            0.456297
                  76            0.684547            0.434435
                  77            0.661312            0.413292
                  78            0.637424             0.39289
                  79            0.612907            0.373248
                  80            0.587785            0.354386
                  81            0.562083            0.336323
                  82            0.535827            0.319075
                  83            0.509041            0.302661
                  84            0.481754            0.287097
                  85             0.45399            0.272397
                  86            0.425779            0.258576
                  87            0.397148            0.245649
                  88            0.368125            0.233627
                  89            0.338738            0.222523
                  90            0.309017            0.212347
                  91            0.278991             0.20311
                  92             0.24869             0.19482
                  93            0.218143            0.187487
                  94            0.187381            0.181116
                  95            0.156434            0.175715
                  96            0.125333            0.171289
                  97           0.0941083            0.167841
                  98           0.0627905            0.165377
                  99                   0            0.163403
