            Interval              Radial            Vertical
                   0                   0             3.01877
                   0                   0             3.01877
                   1           0.0314108             3.01827
                   2           0.0627905             3.01679
                   3           0.0941083             3.01433
                   4            0.125333             3.01088
                   5            0.156434             3.00646
                   6            0.187381             3.00106
                   7            0.218143             2.99469
                   8             0.24869             2.98735
                   9            0.278991             2.97906
                  10            0.309017             2.96982
                  11            0.338738             2.95965
                  12            0.368125             2.94854
                  13            0.397148             2.93652
                  14            0.425779              2.9236
                  15             0.45399             2.90977
                  16            0.481754             2.89507
                  17            0.509041             2.87951
                  18            0.535827              2.8631
                  19            0.562083             2.84585
                  20            0.587785             2.82779
                  21            0.612907             2.80892
                  22            0.637424             2.78928
                  23            0.661312             2.76888
                  24            0.684547             2.74774
                  25            0.707107             2.72588
                  26            0.728969             2.70332
                  27            0.750111             2.68008
                  28            0.770513             2.65619
                  29            0.790155             2.63168
                  30            0.809017             2.60655
                  31            0.827081             2.58085
                  32            0.844328              2.5546
                  33            0.860742             2.52781
                  34            0.876307             2.50052
                  35            0.891007             2.47276
                  36            0.904827             2.44455
                  37            0.917755             2.41592
                  38            0.929776             2.38689
                  39            0.940881             2.35751
                  40            0.951057             2.32779
                  41            0.960294             2.29776
                  42            0.968583             2.26746
                  43            0.975917             2.23691
                  44            0.982287             2.20615
                  45            0.987688              2.1752
                  46            0.992115              2.1441
                  47            0.995562             2.11288
                  48            0.998027             2.08156
                  49            0.999507             2.05018
                  50                   1             2.01877
                  51            0.999507             1.98736
                  52            0.998027             1.95598
                  53            0.995562             1.92466
                  54            0.992115             1.89344
                  55            0.987688             1.86233
                  56            0.982287             1.83139
                  57            0.975917             1.80063
                  58            0.968583             1.77008
                  59            0.960294             1.73978
                  60            0.951057             1.70975
                  61            0.940881             1.68003
                  62            0.929776             1.65064
                  63            0.917755             1.62162
                  64            0.904827             1.59299
                  65            0.891007             1.56478
                  66            0.876307             1.53701
                  67            0.860742             1.50973
                  68            0.844328             1.48294
                  69            0.827081             1.45668
                  70            0.809017             1.43098
                  71            0.790155             1.40586
                  72            0.770513             1.38134
                  73            0.750111             1.35746
                  74            0.728969             1.33422
                  75            0.707107             1.31166
                  76            0.684547              1.2898
                  77            0.661312             1.26866
                  78            0.637424             1.24826
                  79            0.612907             1.22861
                  80            0.587785             1.20975
                  81            0.562083             1.19169
                  82            0.535827             1.17444
                  83            0.509041             1.15803
                  84            0.481754             1.14246
                  85             0.45399             1.12776
                  86            0.425779             1.11394
                  87            0.397148             1.10101
                  88            0.368125             1.08899
                  89            0.338738             1.07789
                  90            0.309017             1.06771
                  91            0.278991             1.05847
                  92             0.24869             1.05019
                  93            0.218143             1.04285
                  94            0.187381             1.03648
                  95            0.156434             1.03108
                  96            0.125333             1.02665
                  97           0.0941083             1.02321
                  98           0.0627905             1.02074
                  99                   0             1.01877
