            Interval              Radial            Vertical
                   0                   0             2.49922
                   0                   0             2.49922
                   1           0.0314108             2.49873
                   2           0.0627905             2.49725
                   3           0.0941083             2.49478
                   4            0.125333             2.49133
                   5            0.156434             2.48691
                   6            0.187381             2.48151
                   7            0.218143             2.47514
                   8             0.24869              2.4678
                   9            0.278991             2.45951
                  10            0.309017             2.45028
                  11            0.338738              2.4401
                  12            0.368125               2.429
                  13            0.397148             2.41697
                  14            0.425779             2.40405
                  15             0.45399             2.39023
                  16            0.481754             2.37553
                  17            0.509041             2.35996
                  18            0.535827             2.34355
                  19            0.562083              2.3263
                  20            0.587785             2.30824
                  21            0.612907             2.28938
                  22            0.637424             2.26973
                  23            0.661312             2.24933
                  24            0.684547             2.22819
                  25            0.707107             2.20633
                  26            0.728969             2.18377
                  27            0.750111             2.16053
                  28            0.770513             2.13664
                  29            0.790155             2.11213
                  30            0.809017             2.08701
                  31            0.827081              2.0613
                  32            0.844328             2.03505
                  33            0.860742             2.00826
                  34            0.876307             1.98097
                  35            0.891007             1.95321
                  36            0.904827               1.925
                  37            0.917755             1.89637
                  38            0.929776             1.86734
                  39            0.940881             1.83796
                  40            0.951057             1.80824
                  41            0.960294             1.77821
                  42            0.968583             1.74791
                  43            0.975917             1.71736
                  44            0.982287              1.6866
                  45            0.987688             1.65565
                  46            0.992115             1.62455
                  47            0.995562             1.59333
                  48            0.998027             1.56201
                  49            0.999507             1.53063
                  50                   1             1.49922
                  51            0.999507             1.46781
                  52            0.998027             1.43643
                  53            0.995562             1.40511
                  54            0.992115             1.37389
                  55            0.987688             1.34279
                  56            0.982287             1.31184
                  57            0.975917             1.28108
                  58            0.968583             1.25053
                  59            0.960294             1.22023
                  60            0.951057              1.1902
                  61            0.940881             1.16048
                  62            0.929776              1.1311
                  63            0.917755             1.10207
                  64            0.904827             1.07344
                  65            0.891007             1.04523
                  66            0.876307             1.01747
                  67            0.860742            0.990179
                  68            0.844328            0.963393
                  69            0.827081            0.937137
                  70            0.809017            0.911435
                  71            0.790155            0.886313
                  72            0.770513            0.861796
                  73            0.750111            0.837908
                  74            0.728969            0.814673
                  75            0.707107            0.792113
                  76            0.684547            0.770252
                  77            0.661312            0.749109
                  78            0.637424            0.728707
                  79            0.612907            0.709065
                  80            0.587785            0.690203
                  81            0.562083             0.67214
                  82            0.535827            0.654892
                  83            0.509041            0.638478
                  84            0.481754            0.622914
                  85             0.45399            0.608214
                  86            0.425779            0.594393
                  87            0.397148            0.581466
                  88            0.368125            0.569444
                  89            0.338738            0.558339
                  90            0.309017            0.548164
                  91            0.278991            0.538927
                  92             0.24869            0.530637
                  93            0.218143            0.523303
                  94            0.187381            0.516933
                  95            0.156434            0.511532
                  96            0.125333            0.507106
                  97           0.0941083            0.503658
                  98           0.0627905            0.501193
                  99                   0             0.49922
