            Interval              Radial            Vertical
                   0                   0            0.490487
                   0                   0            0.490487
                   1           0.0314108            0.489993
                   2           0.0627905            0.488513
                   3           0.0941083            0.486049
                   4            0.125333            0.482601
                   5            0.156434            0.478175
                   6            0.187381            0.472774
                   7            0.218143            0.466403
                   8             0.24869             0.45907
                   9            0.278991             0.45078
                  10            0.309017            0.441543
                  11            0.338738            0.431367
                  12            0.368125            0.420263
                  13            0.397148            0.408241
                  14            0.425779            0.395314
                  15             0.45399            0.381493
                  16            0.481754            0.366793
                  17            0.509041            0.351229
                  18            0.535827            0.334815
                  19            0.562083            0.317567
                  20            0.587785            0.299504
                  21            0.612907            0.280642
                  22            0.637424               0.261
                  23            0.661312            0.240598
                  24            0.684547            0.219455
                  25            0.707107            0.197593
                  26            0.728969            0.175034
                  27            0.750111            0.151799
                  28            0.770513            0.127911
                  29            0.790155            0.103394
                  30            0.809017           0.0782719
                  31            0.827081             0.05257
                  32            0.844328           0.0263134
                  33            0.860742         -0.00047194
                  34            0.876307          -0.0277597
                  35            0.891007          -0.0555229
                  36            0.904827          -0.0837341
                  37            0.917755           -0.112365
                  38            0.929776           -0.141389
                  39            0.940881           -0.170775
                  40            0.951057           -0.200496
                  41            0.960294           -0.230522
                  42            0.968583           -0.260823
                  43            0.975917            -0.29137
                  44            0.982287           -0.322132
                  45            0.987688           -0.353079
                  46            0.992115            -0.38418
                  47            0.995562           -0.415405
                  48            0.998027           -0.446723
                  49            0.999507           -0.478103
                  50                   1           -0.509513
                  51            0.999507           -0.540924
                  52            0.998027           -0.572304
                  53            0.995562           -0.603622
                  54            0.992115           -0.634847
                  55            0.987688           -0.665948
                  56            0.982287           -0.696895
                  57            0.975917           -0.727657
                  58            0.968583           -0.758203
                  59            0.960294           -0.788504
                  60            0.951057            -0.81853
                  61            0.940881           -0.848251
                  62            0.929776           -0.877638
                  63            0.917755           -0.906661
                  64            0.904827           -0.935293
                  65            0.891007           -0.963504
                  66            0.876307           -0.991267
                  67            0.860742            -1.01855
                  68            0.844328            -1.04534
                  69            0.827081             -1.0716
                  70            0.809017             -1.0973
                  71            0.790155            -1.12242
                  72            0.770513            -1.14694
                  73            0.750111            -1.17083
                  74            0.728969            -1.19406
                  75            0.707107            -1.21662
                  76            0.684547            -1.23848
                  77            0.661312            -1.25962
                  78            0.637424            -1.28003
                  79            0.612907            -1.29967
                  80            0.587785            -1.31853
                  81            0.562083            -1.33659
                  82            0.535827            -1.35384
                  83            0.509041            -1.37026
                  84            0.481754            -1.38582
                  85             0.45399            -1.40052
                  86            0.425779            -1.41434
                  87            0.397148            -1.42727
                  88            0.368125            -1.43929
                  89            0.338738            -1.45039
                  90            0.309017            -1.46057
                  91            0.278991            -1.46981
                  92             0.24869             -1.4781
                  93            0.218143            -1.48543
                  94            0.187381             -1.4918
                  95            0.156434             -1.4972
                  96            0.125333            -1.50163
                  97           0.0941083            -1.50508
                  98           0.0627905            -1.50754
                  99                   0            -1.50951
