            Interval              Radial            Vertical
                   0                   0            0.112957
                   0                   0            0.112957
                   1           0.0314108            0.112463
                   2           0.0627905            0.110983
                   3           0.0941083            0.108519
                   4            0.125333            0.105071
                   5            0.156434            0.100645
                   6            0.187381           0.0952439
                   7            0.218143           0.0888734
                   8             0.24869           0.0815398
                   9            0.278991           0.0732504
                  10            0.309017           0.0640132
                  11            0.338738           0.0538375
                  12            0.368125           0.0427332
                  13            0.397148           0.0307113
                  14            0.425779           0.0177837
                  15             0.45399          0.00396321
                  16            0.481754          -0.0107366
                  17            0.509041          -0.0263013
                  18            0.535827          -0.0427154
                  19            0.562083          -0.0599627
                  20            0.587785          -0.0780263
                  21            0.612907          -0.0968883
                  22            0.637424            -0.11653
                  23            0.661312           -0.136932
                  24            0.684547           -0.158075
                  25            0.707107           -0.179937
                  26            0.728969           -0.202496
                  27            0.750111           -0.225731
                  28            0.770513           -0.249619
                  29            0.790155           -0.274136
                  30            0.809017           -0.299258
                  31            0.827081            -0.32496
                  32            0.844328           -0.351217
                  33            0.860742           -0.378002
                  34            0.876307            -0.40529
                  35            0.891007           -0.433053
                  36            0.904827           -0.461264
                  37            0.917755           -0.489895
                  38            0.929776           -0.518919
                  39            0.940881           -0.548305
                  40            0.951057           -0.578026
                  41            0.960294           -0.608052
                  42            0.968583           -0.638353
                  43            0.975917             -0.6689
                  44            0.982287           -0.699662
                  45            0.987688           -0.730609
                  46            0.992115            -0.76171
                  47            0.995562           -0.792935
                  48            0.998027           -0.824253
                  49            0.999507           -0.855633
                  50                   1           -0.887043
                  51            0.999507           -0.918454
                  52            0.998027           -0.949834
                  53            0.995562           -0.981152
                  54            0.992115            -1.01238
                  55            0.987688            -1.04348
                  56            0.982287            -1.07442
                  57            0.975917            -1.10519
                  58            0.968583            -1.13573
                  59            0.960294            -1.16603
                  60            0.951057            -1.19606
                  61            0.940881            -1.22578
                  62            0.929776            -1.25517
                  63            0.917755            -1.28419
                  64            0.904827            -1.31282
                  65            0.891007            -1.34103
                  66            0.876307             -1.3688
                  67            0.860742            -1.39608
                  68            0.844328            -1.42287
                  69            0.827081            -1.44913
                  70            0.809017            -1.47483
                  71            0.790155            -1.49995
                  72            0.770513            -1.52447
                  73            0.750111            -1.54836
                  74            0.728969            -1.57159
                  75            0.707107            -1.59415
                  76            0.684547            -1.61601
                  77            0.661312            -1.63715
                  78            0.637424            -1.65756
                  79            0.612907             -1.6772
                  80            0.587785            -1.69606
                  81            0.562083            -1.71412
                  82            0.535827            -1.73137
                  83            0.509041            -1.74779
                  84            0.481754            -1.76335
                  85             0.45399            -1.77805
                  86            0.425779            -1.79187
                  87            0.397148             -1.8048
                  88            0.368125            -1.81682
                  89            0.338738            -1.82792
                  90            0.309017             -1.8381
                  91            0.278991            -1.84734
                  92             0.24869            -1.85563
                  93            0.218143            -1.86296
                  94            0.187381            -1.86933
                  95            0.156434            -1.87473
                  96            0.125333            -1.87916
                  97           0.0941083            -1.88261
                  98           0.0627905            -1.88507
                  99                   0            -1.88704
