            Interval              Radial            Vertical
                   0                   0            -4.15123
                   0                   0            -4.15123
                   1           0.0314108            -4.15172
                   2           0.0627905             -4.1532
                   3           0.0941083            -4.15567
                   4            0.125333            -4.15911
                   5            0.156434            -4.16354
                   6            0.187381            -4.16894
                   7            0.218143            -4.17531
                   8             0.24869            -4.18265
                   9            0.278991            -4.19094
                  10            0.309017            -4.20017
                  11            0.338738            -4.21035
                  12            0.368125            -4.22145
                  13            0.397148            -4.23347
                  14            0.425779             -4.2464
                  15             0.45399            -4.26022
                  16            0.481754            -4.27492
                  17            0.509041            -4.29049
                  18            0.535827             -4.3069
                  19            0.562083            -4.32415
                  20            0.587785            -4.34221
                  21            0.612907            -4.36107
                  22            0.637424            -4.38072
                  23            0.661312            -4.40112
                  24            0.684547            -4.42226
                  25            0.707107            -4.44412
                  26            0.728969            -4.46668
                  27            0.750111            -4.48992
                  28            0.770513             -4.5138
                  29            0.790155            -4.53832
                  30            0.809017            -4.56344
                  31            0.827081            -4.58915
                  32            0.844328             -4.6154
                  33            0.860742            -4.64219
                  34            0.876307            -4.66948
                  35            0.891007            -4.69724
                  36            0.904827            -4.72545
                  37            0.917755            -4.75408
                  38            0.929776             -4.7831
                  39            0.940881            -4.81249
                  40            0.951057            -4.84221
                  41            0.960294            -4.87224
                  42            0.968583            -4.90254
                  43            0.975917            -4.93309
                  44            0.982287            -4.96385
                  45            0.987688            -4.99479
                  46            0.992115             -5.0259
                  47            0.995562            -5.05712
                  48            0.998027            -5.08844
                  49            0.999507            -5.11982
                  50                   1            -5.15123
                  51            0.999507            -5.18264
                  52            0.998027            -5.21402
                  53            0.995562            -5.24534
                  54            0.992115            -5.27656
                  55            0.987688            -5.30766
                  56            0.982287            -5.33861
                  57            0.975917            -5.36937
                  58            0.968583            -5.39992
                  59            0.960294            -5.43022
                  60            0.951057            -5.46025
                  61            0.940881            -5.48997
                  62            0.929776            -5.51935
                  63            0.917755            -5.54838
                  64            0.904827            -5.57701
                  65            0.891007            -5.60522
                  66            0.876307            -5.63298
                  67            0.860742            -5.66027
                  68            0.844328            -5.68706
                  69            0.827081            -5.71331
                  70            0.809017            -5.73901
                  71            0.790155            -5.76414
                  72            0.770513            -5.78865
                  73            0.750111            -5.81254
                  74            0.728969            -5.83578
                  75            0.707107            -5.85834
                  76            0.684547             -5.8802
                  77            0.661312            -5.90134
                  78            0.637424            -5.92174
                  79            0.612907            -5.94138
                  80            0.587785            -5.96025
                  81            0.562083            -5.97831
                  82            0.535827            -5.99556
                  83            0.509041            -6.01197
                  84            0.481754            -6.02754
                  85             0.45399            -6.04224
                  86            0.425779            -6.05606
                  87            0.397148            -6.06898
                  88            0.368125            -6.08101
                  89            0.338738            -6.09211
                  90            0.309017            -6.10229
                  91            0.278991            -6.11152
                  92             0.24869            -6.11981
                  93            0.218143            -6.12715
                  94            0.187381            -6.13352
                  95            0.156434            -6.13892
                  96            0.125333            -6.14334
                  97           0.0941083            -6.14679
                  98           0.0627905            -6.14926
                  99                   0            -6.15123
