            Interval              Radial            Vertical
                   0                   0              1.5391
                   0                   0              1.5391
                   1           0.0314108             1.53861
                   2           0.0627905             1.53713
                   3           0.0941083             1.53466
                   4            0.125333             1.53121
                   5            0.156434             1.52679
                   6            0.187381             1.52139
                   7            0.218143             1.51502
                   8             0.24869             1.50768
                   9            0.278991             1.49939
                  10            0.309017             1.49016
                  11            0.338738             1.47998
                  12            0.368125             1.46888
                  13            0.397148             1.45685
                  14            0.425779             1.44393
                  15             0.45399             1.43011
                  16            0.481754             1.41541
                  17            0.509041             1.39984
                  18            0.535827             1.38343
                  19            0.562083             1.36618
                  20            0.587785             1.34812
                  21            0.612907             1.32925
                  22            0.637424             1.30961
                  23            0.661312             1.28921
                  24            0.684547             1.26807
                  25            0.707107             1.24621
                  26            0.728969             1.22365
                  27            0.750111             1.20041
                  28            0.770513             1.17652
                  29            0.790155             1.15201
                  30            0.809017             1.12688
                  31            0.827081             1.10118
                  32            0.844328             1.07493
                  33            0.860742             1.04814
                  34            0.876307             1.02085
                  35            0.891007             0.99309
                  36            0.904827            0.964879
                  37            0.917755            0.936247
                  38            0.929776            0.907224
                  39            0.940881            0.877837
                  40            0.951057            0.848117
                  41            0.960294            0.818091
                  42            0.968583            0.787789
                  43            0.975917            0.757243
                  44            0.982287            0.726481
                  45            0.987688            0.695534
                  46            0.992115            0.664433
                  47            0.995562            0.633208
                  48            0.998027             0.60189
                  49            0.999507             0.57051
                  50                   1              0.5391
                  51            0.999507            0.507689
                  52            0.998027            0.476309
                  53            0.995562            0.444991
                  54            0.992115            0.413766
                  55            0.987688            0.382665
                  56            0.982287            0.351718
                  57            0.975917            0.320956
                  58            0.968583             0.29041
                  59            0.960294            0.260108
                  60            0.951057            0.230083
                  61            0.940881            0.200362
                  62            0.929776            0.170975
                  63            0.917755            0.141952
                  64            0.904827             0.11332
                  65            0.891007           0.0851091
                  66            0.876307           0.0573459
                  67            0.860742           0.0300581
                  68            0.844328          0.00327276
                  69            0.827081          -0.0229838
                  70            0.809017          -0.0486857
                  71            0.790155          -0.0738075
                  72            0.770513          -0.0983244
                  73            0.750111           -0.122212
                  74            0.728969           -0.145448
                  75            0.707107           -0.168007
                  76            0.684547           -0.189869
                  77            0.661312           -0.211012
                  78            0.637424           -0.231414
                  79            0.612907           -0.251055
                  80            0.587785           -0.269917
                  81            0.562083           -0.287981
                  82            0.535827           -0.305228
                  83            0.509041           -0.321642
                  84            0.481754           -0.337207
                  85             0.45399           -0.351907
                  86            0.425779           -0.365727
                  87            0.397148           -0.378655
                  88            0.368125           -0.390677
                  89            0.338738           -0.401781
                  90            0.309017           -0.411957
                  91            0.278991           -0.421194
                  92             0.24869           -0.429484
                  93            0.218143           -0.436817
                  94            0.187381           -0.443188
                  95            0.156434           -0.448589
                  96            0.125333           -0.453015
                  97           0.0941083           -0.456462
                  98           0.0627905           -0.458927
                  99                   0             -0.4609
