            Interval              Radial            Vertical
                   0                   0             3.82711
                   0                   0             3.82711
                   1           0.0314108             3.82662
                   2           0.0627905             3.82514
                   3           0.0941083             3.82267
                   4            0.125333             3.81922
                   5            0.156434              3.8148
                   6            0.187381              3.8094
                   7            0.218143             3.80303
                   8             0.24869             3.79569
                   9            0.278991              3.7874
                  10            0.309017             3.77817
                  11            0.338738             3.76799
                  12            0.368125             3.75689
                  13            0.397148             3.74486
                  14            0.425779             3.73194
                  15             0.45399             3.71812
                  16            0.481754             3.70342
                  17            0.509041             3.68785
                  18            0.535827             3.67144
                  19            0.562083             3.65419
                  20            0.587785             3.63613
                  21            0.612907             3.61726
                  22            0.637424             3.59762
                  23            0.661312             3.57722
                  24            0.684547             3.55608
                  25            0.707107             3.53422
                  26            0.728969             3.51166
                  27            0.750111             3.48842
                  28            0.770513             3.46453
                  29            0.790155             3.44002
                  30            0.809017             3.41489
                  31            0.827081             3.38919
                  32            0.844328             3.36294
                  33            0.860742             3.33615
                  34            0.876307             3.30886
                  35            0.891007              3.2811
                  36            0.904827             3.25289
                  37            0.917755             3.22426
                  38            0.929776             3.19523
                  39            0.940881             3.16585
                  40            0.951057             3.13613
                  41            0.960294              3.1061
                  42            0.968583              3.0758
                  43            0.975917             3.04525
                  44            0.982287             3.01449
                  45            0.987688             2.98354
                  46            0.992115             2.95244
                  47            0.995562             2.92122
                  48            0.998027              2.8899
                  49            0.999507             2.85852
                  50                   1             2.82711
                  51            0.999507              2.7957
                  52            0.998027             2.76432
                  53            0.995562               2.733
                  54            0.992115             2.70178
                  55            0.987688             2.67067
                  56            0.982287             2.63973
                  57            0.975917             2.60897
                  58            0.968583             2.57842
                  59            0.960294             2.54812
                  60            0.951057             2.51809
                  61            0.940881             2.48837
                  62            0.929776             2.45898
                  63            0.917755             2.42996
                  64            0.904827             2.40133
                  65            0.891007             2.37312
                  66            0.876307             2.34536
                  67            0.860742             2.31807
                  68            0.844328             2.29128
                  69            0.827081             2.26503
                  70            0.809017             2.23932
                  71            0.790155              2.2142
                  72            0.770513             2.18968
                  73            0.750111              2.1658
                  74            0.728969             2.14256
                  75            0.707107                2.12
                  76            0.684547             2.09814
                  77            0.661312               2.077
                  78            0.637424              2.0566
                  79            0.612907             2.03695
                  80            0.587785             2.01809
                  81            0.562083             2.00003
                  82            0.535827             1.98278
                  83            0.509041             1.96637
                  84            0.481754              1.9508
                  85             0.45399              1.9361
                  86            0.425779             1.92228
                  87            0.397148             1.90935
                  88            0.368125             1.89733
                  89            0.338738             1.88623
                  90            0.309017             1.87605
                  91            0.278991             1.86682
                  92             0.24869             1.85853
                  93            0.218143             1.85119
                  94            0.187381             1.84482
                  95            0.156434             1.83942
                  96            0.125333             1.83499
                  97           0.0941083             1.83155
                  98           0.0627905             1.82908
                  99                   0             1.82711
