            Interval              Radial            Vertical
                   0                   0             2.88949
                   0                   0             2.88949
                   1           0.0314108               2.889
                   2           0.0627905             2.88752
                   3           0.0941083             2.88505
                   4            0.125333             2.88161
                   5            0.156434             2.87718
                   6            0.187381             2.87178
                   7            0.218143             2.86541
                   8             0.24869             2.85807
                   9            0.278991             2.84978
                  10            0.309017             2.84055
                  11            0.338738             2.83037
                  12            0.368125             2.81927
                  13            0.397148             2.80724
                  14            0.425779             2.79432
                  15             0.45399              2.7805
                  16            0.481754              2.7658
                  17            0.509041             2.75023
                  18            0.535827             2.73382
                  19            0.562083             2.71657
                  20            0.587785             2.69851
                  21            0.612907             2.67965
                  22            0.637424                2.66
                  23            0.661312              2.6396
                  24            0.684547             2.61846
                  25            0.707107              2.5966
                  26            0.728969             2.57404
                  27            0.750111              2.5508
                  28            0.770513             2.52691
                  29            0.790155              2.5024
                  30            0.809017             2.47728
                  31            0.827081             2.45157
                  32            0.844328             2.42532
                  33            0.860742             2.39853
                  34            0.876307             2.37124
                  35            0.891007             2.34348
                  36            0.904827             2.31527
                  37            0.917755             2.28664
                  38            0.929776             2.25761
                  39            0.940881             2.22823
                  40            0.951057             2.19851
                  41            0.960294             2.16848
                  42            0.968583             2.13818
                  43            0.975917             2.10763
                  44            0.982287             2.07687
                  45            0.987688             2.04592
                  46            0.992115             2.01482
                  47            0.995562              1.9836
                  48            0.998027             1.95228
                  49            0.999507              1.9209
                  50                   1             1.88949
                  51            0.999507             1.85808
                  52            0.998027              1.8267
                  53            0.995562             1.79538
                  54            0.992115             1.76416
                  55            0.987688             1.73306
                  56            0.982287             1.70211
                  57            0.975917             1.67135
                  58            0.968583              1.6408
                  59            0.960294              1.6105
                  60            0.951057             1.58047
                  61            0.940881             1.55075
                  62            0.929776             1.52137
                  63            0.917755             1.49234
                  64            0.904827             1.46371
                  65            0.891007              1.4355
                  66            0.876307             1.40774
                  67            0.860742             1.38045
                  68            0.844328             1.35366
                  69            0.827081             1.32741
                  70            0.809017             1.30171
                  71            0.790155             1.27658
                  72            0.770513             1.25207
                  73            0.750111             1.22818
                  74            0.728969             1.20494
                  75            0.707107             1.18238
                  76            0.684547             1.16052
                  77            0.661312             1.13938
                  78            0.637424             1.11898
                  79            0.612907             1.09934
                  80            0.587785             1.08047
                  81            0.562083             1.06241
                  82            0.535827             1.04516
                  83            0.509041             1.02875
                  84            0.481754             1.01318
                  85             0.45399            0.998484
                  86            0.425779            0.984663
                  87            0.397148            0.971736
                  88            0.368125            0.959714
                  89            0.338738             0.94861
                  90            0.309017            0.938434
                  91            0.278991            0.929197
                  92             0.24869            0.920907
                  93            0.218143            0.913574
                  94            0.187381            0.907203
                  95            0.156434            0.901802
                  96            0.125333            0.897376
                  97           0.0941083            0.893928
                  98           0.0627905            0.891464
                  99                   0             0.88949
