            Interval              Radial            Vertical
                   0                   0            -2.25547
                   0                   0            -2.25547
                   1           0.0314108            -2.25597
                   2           0.0627905            -2.25745
                   3           0.0941083            -2.25991
                   4            0.125333            -2.26336
                   5            0.156434            -2.26778
                   6            0.187381            -2.27318
                   7            0.218143            -2.27956
                   8             0.24869            -2.28689
                   9            0.278991            -2.29518
                  10            0.309017            -2.30442
                  11            0.338738            -2.31459
                  12            0.368125             -2.3257
                  13            0.397148            -2.33772
                  14            0.425779            -2.35064
                  15             0.45399            -2.36447
                  16            0.481754            -2.37917
                  17            0.509041            -2.39473
                  18            0.535827            -2.41114
                  19            0.562083            -2.42839
                  20            0.587785            -2.44645
                  21            0.612907            -2.46532
                  22            0.637424            -2.48496
                  23            0.661312            -2.50536
                  24            0.684547             -2.5265
                  25            0.707107            -2.54837
                  26            0.728969            -2.57092
                  27            0.750111            -2.59416
                  28            0.770513            -2.61805
                  29            0.790155            -2.64256
                  30            0.809017            -2.66769
                  31            0.827081            -2.69339
                  32            0.844328            -2.71965
                  33            0.860742            -2.74643
                  34            0.876307            -2.77372
                  35            0.891007            -2.80148
                  36            0.904827            -2.82969
                  37            0.917755            -2.85832
                  38            0.929776            -2.88735
                  39            0.940881            -2.91673
                  40            0.951057            -2.94645
                  41            0.960294            -2.97648
                  42            0.968583            -3.00678
                  43            0.975917            -3.03733
                  44            0.982287            -3.06809
                  45            0.987688            -3.09904
                  46            0.992115            -3.13014
                  47            0.995562            -3.16136
                  48            0.998027            -3.19268
                  49            0.999507            -3.22406
                  50                   1            -3.25547
                  51            0.999507            -3.28688
                  52            0.998027            -3.31826
                  53            0.995562            -3.34958
                  54            0.992115            -3.38081
                  55            0.987688            -3.41191
                  56            0.982287            -3.44285
                  57            0.975917            -3.47362
                  58            0.968583            -3.50416
                  59            0.960294            -3.53446
                  60            0.951057            -3.56449
                  61            0.940881            -3.59421
                  62            0.929776             -3.6236
                  63            0.917755            -3.65262
                  64            0.904827            -3.68125
                  65            0.891007            -3.70946
                  66            0.876307            -3.73723
                  67            0.860742            -3.76451
                  68            0.844328             -3.7913
                  69            0.827081            -3.81756
                  70            0.809017            -3.84326
                  71            0.790155            -3.86838
                  72            0.770513             -3.8929
                  73            0.750111            -3.91678
                  74            0.728969            -3.94002
                  75            0.707107            -3.96258
                  76            0.684547            -3.98444
                  77            0.661312            -4.00558
                  78            0.637424            -4.02599
                  79            0.612907            -4.04563
                  80            0.587785            -4.06449
                  81            0.562083            -4.08255
                  82            0.535827             -4.0998
                  83            0.509041            -4.11621
                  84            0.481754            -4.13178
                  85             0.45399            -4.14648
                  86            0.425779             -4.1603
                  87            0.397148            -4.17323
                  88            0.368125            -4.18525
                  89            0.338738            -4.19635
                  90            0.309017            -4.20653
                  91            0.278991            -4.21577
                  92             0.24869            -4.22406
                  93            0.218143            -4.23139
                  94            0.187381            -4.23776
                  95            0.156434            -4.24316
                  96            0.125333            -4.24759
                  97           0.0941083            -4.25103
                  98           0.0627905             -4.2535
                  99                   0            -4.25547
