            Interval              Radial            Vertical
                   0                   0            -5.37553
                   0                   0            -5.37553
                   1           0.0314108            -5.37603
                   2           0.0627905            -5.37751
                   3           0.0941083            -5.37997
                   4            0.125333            -5.38342
                   5            0.156434            -5.38784
                   6            0.187381            -5.39325
                   7            0.218143            -5.39962
                   8             0.24869            -5.40695
                   9            0.278991            -5.41524
                  10            0.309017            -5.42448
                  11            0.338738            -5.43465
                  12            0.368125            -5.44576
                  13            0.397148            -5.45778
                  14            0.425779            -5.47071
                  15             0.45399            -5.48453
                  16            0.481754            -5.49923
                  17            0.509041            -5.51479
                  18            0.535827             -5.5312
                  19            0.562083            -5.54845
                  20            0.587785            -5.56652
                  21            0.612907            -5.58538
                  22            0.637424            -5.60502
                  23            0.661312            -5.62542
                  24            0.684547            -5.64656
                  25            0.707107            -5.66843
                  26            0.728969            -5.69099
                  27            0.750111            -5.71422
                  28            0.770513            -5.73811
                  29            0.790155            -5.76263
                  30            0.809017            -5.78775
                  31            0.827081            -5.81345
                  32            0.844328            -5.83971
                  33            0.860742            -5.86649
                  34            0.876307            -5.89378
                  35            0.891007            -5.92154
                  36            0.904827            -5.94975
                  37            0.917755            -5.97838
                  38            0.929776            -6.00741
                  39            0.940881            -6.03679
                  40            0.951057            -6.06652
                  41            0.960294            -6.09654
                  42            0.968583            -6.12684
                  43            0.975917            -6.15739
                  44            0.982287            -6.18815
                  45            0.987688             -6.2191
                  46            0.992115             -6.2502
                  47            0.995562            -6.28142
                  48            0.998027            -6.31274
                  49            0.999507            -6.34412
                  50                   1            -6.37553
                  51            0.999507            -6.40694
                  52            0.998027            -6.43832
                  53            0.995562            -6.46964
                  54            0.992115            -6.50087
                  55            0.987688            -6.53197
                  56            0.982287            -6.56291
                  57            0.975917            -6.59368
                  58            0.968583            -6.62422
                  59            0.960294            -6.65452
                  60            0.951057            -6.68455
                  61            0.940881            -6.71427
                  62            0.929776            -6.74366
                  63            0.917755            -6.77268
                  64            0.904827            -6.80131
                  65            0.891007            -6.82952
                  66            0.876307            -6.85729
                  67            0.860742            -6.88457
                  68            0.844328            -6.91136
                  69            0.827081            -6.93762
                  70            0.809017            -6.96332
                  71            0.790155            -6.98844
                  72            0.770513            -7.01296
                  73            0.750111            -7.03684
                  74            0.728969            -7.06008
                  75            0.707107            -7.08264
                  76            0.684547             -7.1045
                  77            0.661312            -7.12564
                  78            0.637424            -7.14605
                  79            0.612907            -7.16569
                  80            0.587785            -7.18455
                  81            0.562083            -7.20261
                  82            0.535827            -7.21986
                  83            0.509041            -7.23627
                  84            0.481754            -7.25184
                  85             0.45399            -7.26654
                  86            0.425779            -7.28036
                  87            0.397148            -7.29329
                  88            0.368125            -7.30531
                  89            0.338738            -7.31641
                  90            0.309017            -7.32659
                  91            0.278991            -7.33583
                  92             0.24869            -7.34412
                  93            0.218143            -7.35145
                  94            0.187381            -7.35782
                  95            0.156434            -7.36322
                  96            0.125333            -7.36765
                  97           0.0941083            -7.37109
                  98           0.0627905            -7.37356
                  99                   0            -7.37553
