            Interval              Radial            Vertical
                   0                   0             1.36795
                   0                   0             1.36795
                   1           0.0314108             1.36746
                   2           0.0627905             1.36598
                   3           0.0941083             1.36351
                   4            0.125333             1.36007
                   5            0.156434             1.35564
                   6            0.187381             1.35024
                   7            0.218143             1.34387
                   8             0.24869             1.33654
                   9            0.278991             1.32825
                  10            0.309017             1.31901
                  11            0.338738             1.30883
                  12            0.368125             1.29773
                  13            0.397148             1.28571
                  14            0.425779             1.27278
                  15             0.45399             1.25896
                  16            0.481754             1.24426
                  17            0.509041             1.22869
                  18            0.535827             1.21228
                  19            0.562083             1.19503
                  20            0.587785             1.17697
                  21            0.612907             1.15811
                  22            0.637424             1.13847
                  23            0.661312             1.11806
                  24            0.684547             1.09692
                  25            0.707107             1.07506
                  26            0.728969              1.0525
                  27            0.750111             1.02926
                  28            0.770513             1.00538
                  29            0.790155             0.98086
                  30            0.809017            0.955738
                  31            0.827081            0.930036
                  32            0.844328             0.90378
                  33            0.860742            0.876994
                  34            0.876307            0.849707
                  35            0.891007            0.821943
                  36            0.904827            0.793732
                  37            0.917755            0.765101
                  38            0.929776            0.736077
                  39            0.940881            0.706691
                  40            0.951057             0.67697
                  41            0.960294            0.646944
                  42            0.968583            0.616643
                  43            0.975917            0.586096
                  44            0.982287            0.555334
                  45            0.987688            0.524387
                  46            0.992115            0.493286
                  47            0.995562            0.462061
                  48            0.998027            0.430743
                  49            0.999507            0.399364
                  50                   1            0.367953
                  51            0.999507            0.336542
                  52            0.998027            0.305162
                  53            0.995562            0.273845
                  54            0.992115             0.24262
                  55            0.987688            0.211518
                  56            0.982287            0.180572
                  57            0.975917             0.14981
                  58            0.968583            0.119263
                  59            0.960294           0.0889617
                  60            0.951057           0.0589358
                  61            0.940881           0.0292149
                  62            0.929776         -0.00017171
                  63            0.917755           -0.029195
                  64            0.904827          -0.0578264
                  65            0.891007          -0.0860377
                  66            0.876307           -0.113801
                  67            0.860742           -0.141089
                  68            0.844328           -0.167874
                  69            0.827081           -0.194131
                  70            0.809017           -0.219832
                  71            0.790155           -0.244954
                  72            0.770513           -0.269471
                  73            0.750111           -0.293359
                  74            0.728969           -0.316594
                  75            0.707107           -0.339154
                  76            0.684547           -0.361016
                  77            0.661312           -0.382158
                  78            0.637424            -0.40256
                  79            0.612907           -0.422202
                  80            0.587785           -0.441064
                  81            0.562083           -0.459128
                  82            0.535827           -0.476375
                  83            0.509041           -0.492789
                  84            0.481754           -0.508354
                  85             0.45399           -0.523054
                  86            0.425779           -0.536874
                  87            0.397148           -0.549802
                  88            0.368125           -0.561824
                  89            0.338738           -0.572928
                  90            0.309017           -0.583104
                  91            0.278991           -0.592341
                  92             0.24869            -0.60063
                  93            0.218143           -0.607964
                  94            0.187381           -0.614334
                  95            0.156434           -0.619735
                  96            0.125333           -0.624162
                  97           0.0941083           -0.627609
                  98           0.0627905           -0.630074
                  99                   0           -0.632047
