            Interval              Radial            Vertical
                   0                   0             3.48005
                   0                   0             3.48005
                   1           0.0314108             3.47955
                   2           0.0627905             3.47807
                   3           0.0941083             3.47561
                   4            0.125333             3.47216
                   5            0.156434             3.46773
                   6            0.187381             3.46233
                   7            0.218143             3.45596
                   8             0.24869             3.44863
                   9            0.278991             3.44034
                  10            0.309017              3.4311
                  11            0.338738             3.42093
                  12            0.368125             3.40982
                  13            0.397148              3.3978
                  14            0.425779             3.38487
                  15             0.45399             3.37105
                  16            0.481754             3.35635
                  17            0.509041             3.34079
                  18            0.535827             3.32437
                  19            0.562083             3.30713
                  20            0.587785             3.28906
                  21            0.612907              3.2702
                  22            0.637424             3.25056
                  23            0.661312             3.23016
                  24            0.684547             3.20901
                  25            0.707107             3.18715
                  26            0.728969             3.16459
                  27            0.750111             3.14136
                  28            0.770513             3.11747
                  29            0.790155             3.09295
                  30            0.809017             3.06783
                  31            0.827081             3.04213
                  32            0.844328             3.01587
                  33            0.860742             2.98909
                  34            0.876307              2.9618
                  35            0.891007             2.93404
                  36            0.904827             2.90582
                  37            0.917755             2.87719
                  38            0.929776             2.84817
                  39            0.940881             2.81878
                  40            0.951057             2.78906
                  41            0.960294             2.75904
                  42            0.968583             2.72873
                  43            0.975917             2.69819
                  44            0.982287             2.66743
                  45            0.987688             2.63648
                  46            0.992115             2.60538
                  47            0.995562             2.57415
                  48            0.998027             2.54284
                  49            0.999507             2.51146
                  50                   1             2.48005
                  51            0.999507             2.44863
                  52            0.998027             2.41725
                  53            0.995562             2.38594
                  54            0.992115             2.35471
                  55            0.987688             2.32361
                  56            0.982287             2.29266
                  57            0.975917              2.2619
                  58            0.968583             2.23136
                  59            0.960294             2.20105
                  60            0.951057             2.17103
                  61            0.940881             2.14131
                  62            0.929776             2.11192
                  63            0.917755              2.0829
                  64            0.904827             2.05427
                  65            0.891007             2.02605
                  66            0.876307             1.99829
                  67            0.860742               1.971
                  68            0.844328             1.94422
                  69            0.827081             1.91796
                  70            0.809017             1.89226
                  71            0.790155             1.86714
                  72            0.770513             1.84262
                  73            0.750111             1.81873
                  74            0.728969              1.7955
                  75            0.707107             1.77294
                  76            0.684547             1.75108
                  77            0.661312             1.72993
                  78            0.637424             1.70953
                  79            0.612907             1.68989
                  80            0.587785             1.67103
                  81            0.562083             1.65296
                  82            0.535827             1.63572
                  83            0.509041              1.6193
                  84            0.481754             1.60374
                  85             0.45399             1.58904
                  86            0.425779             1.57522
                  87            0.397148             1.56229
                  88            0.368125             1.55027
                  89            0.338738             1.53916
                  90            0.309017             1.52899
                  91            0.278991             1.51975
                  92             0.24869             1.51146
                  93            0.218143             1.50413
                  94            0.187381             1.49776
                  95            0.156434             1.49236
                  96            0.125333             1.48793
                  97           0.0941083             1.48448
                  98           0.0627905             1.48202
                  99                   0             1.48005
