            Interval              Radial            Vertical
                   0                   0            0.269652
                   0                   0            0.269652
                   1           0.0314108            0.269159
                   2           0.0627905            0.267679
                   3           0.0941083            0.265214
                   4            0.125333            0.261767
                   5            0.156434            0.257341
                   6            0.187381             0.25194
                   7            0.218143            0.245569
                   8             0.24869            0.238236
                   9            0.278991            0.229946
                  10            0.309017            0.220709
                  11            0.338738            0.210533
                  12            0.368125            0.199429
                  13            0.397148            0.187407
                  14            0.425779            0.174479
                  15             0.45399            0.160659
                  16            0.481754            0.145959
                  17            0.509041            0.130394
                  18            0.535827             0.11398
                  19            0.562083            0.096733
                  20            0.587785           0.0786694
                  21            0.612907           0.0598074
                  22            0.637424           0.0401657
                  23            0.661312           0.0197635
                  24            0.684547         -0.00137894
                  25            0.707107          -0.0232408
                  26            0.728969          -0.0458005
                  27            0.750111          -0.0690357
                  28            0.770513          -0.0929236
                  29            0.790155           -0.117441
                  30            0.809017           -0.142562
                  31            0.827081           -0.168264
                  32            0.844328           -0.194521
                  33            0.860742           -0.221306
                  34            0.876307           -0.248594
                  35            0.891007           -0.276357
                  36            0.904827           -0.304568
                  37            0.917755             -0.3332
                  38            0.929776           -0.362223
                  39            0.940881            -0.39161
                  40            0.951057           -0.421331
                  41            0.960294           -0.451356
                  42            0.968583           -0.481658
                  43            0.975917           -0.512204
                  44            0.982287           -0.542966
                  45            0.987688           -0.573913
                  46            0.992115           -0.605014
                  47            0.995562           -0.636239
                  48            0.998027           -0.667557
                  49            0.999507           -0.698937
                  50                   1           -0.730348
                  51            0.999507           -0.761758
                  52            0.998027           -0.793138
                  53            0.995562           -0.824456
                  54            0.992115           -0.855681
                  55            0.987688           -0.886782
                  56            0.982287           -0.917729
                  57            0.975917           -0.948491
                  58            0.968583           -0.979037
                  59            0.960294            -1.00934
                  60            0.951057            -1.03936
                  61            0.940881            -1.06909
                  62            0.929776            -1.09847
                  63            0.917755             -1.1275
                  64            0.904827            -1.15613
                  65            0.891007            -1.18434
                  66            0.876307             -1.2121
                  67            0.860742            -1.23939
                  68            0.844328            -1.26617
                  69            0.827081            -1.29243
                  70            0.809017            -1.31813
                  71            0.790155            -1.34325
                  72            0.770513            -1.36777
                  73            0.750111            -1.39166
                  74            0.728969            -1.41489
                  75            0.707107            -1.43745
                  76            0.684547            -1.45932
                  77            0.661312            -1.48046
                  78            0.637424            -1.50086
                  79            0.612907             -1.5205
                  80            0.587785            -1.53936
                  81            0.562083            -1.55743
                  82            0.535827            -1.57468
                  83            0.509041            -1.59109
                  84            0.481754            -1.60665
                  85             0.45399            -1.62135
                  86            0.425779            -1.63517
                  87            0.397148             -1.6481
                  88            0.368125            -1.66012
                  89            0.338738            -1.67123
                  90            0.309017             -1.6814
                  91            0.278991            -1.69064
                  92             0.24869            -1.69893
                  93            0.218143            -1.70626
                  94            0.187381            -1.71263
                  95            0.156434            -1.71804
                  96            0.125333            -1.72246
                  97           0.0941083            -1.72591
                  98           0.0627905            -1.72837
                  99                   0            -1.73035
