            Interval              Radial            Vertical
                   0                   0            -2.23619
                   0                   0            -2.23619
                   1           0.0314108            -2.23668
                   2           0.0627905            -2.23816
                   3           0.0941083            -2.24063
                   4            0.125333            -2.24407
                   5            0.156434             -2.2485
                   6            0.187381             -2.2539
                   7            0.218143            -2.26027
                   8             0.24869            -2.26761
                   9            0.278991            -2.27589
                  10            0.309017            -2.28513
                  11            0.338738            -2.29531
                  12            0.368125            -2.30641
                  13            0.397148            -2.31843
                  14            0.425779            -2.33136
                  15             0.45399            -2.34518
                  16            0.481754            -2.35988
                  17            0.509041            -2.37545
                  18            0.535827            -2.39186
                  19            0.562083            -2.40911
                  20            0.587785            -2.42717
                  21            0.612907            -2.44603
                  22            0.637424            -2.46568
                  23            0.661312            -2.48608
                  24            0.684547            -2.50722
                  25            0.707107            -2.52908
                  26            0.728969            -2.55164
                  27            0.750111            -2.57488
                  28            0.770513            -2.59876
                  29            0.790155            -2.62328
                  30            0.809017             -2.6484
                  31            0.827081            -2.67411
                  32            0.844328            -2.70036
                  33            0.860742            -2.72715
                  34            0.876307            -2.75443
                  35            0.891007             -2.7822
                  36            0.904827            -2.81041
                  37            0.917755            -2.83904
                  38            0.929776            -2.86806
                  39            0.940881            -2.89745
                  40            0.951057            -2.92717
                  41            0.960294             -2.9572
                  42            0.968583             -2.9875
                  43            0.975917            -3.01805
                  44            0.982287            -3.04881
                  45            0.987688            -3.07975
                  46            0.992115            -3.11086
                  47            0.995562            -3.14208
                  48            0.998027             -3.1734
                  49            0.999507            -3.20478
                  50                   1            -3.23619
                  51            0.999507             -3.2676
                  52            0.998027            -3.29898
                  53            0.995562             -3.3303
                  54            0.992115            -3.36152
                  55            0.987688            -3.39262
                  56            0.982287            -3.42357
                  57            0.975917            -3.45433
                  58            0.968583            -3.48488
                  59            0.960294            -3.51518
                  60            0.951057            -3.54521
                  61            0.940881            -3.57493
                  62            0.929776            -3.60431
                  63            0.917755            -3.63334
                  64            0.904827            -3.66197
                  65            0.891007            -3.69018
                  66            0.876307            -3.71794
                  67            0.860742            -3.74523
                  68            0.844328            -3.77202
                  69            0.827081            -3.79827
                  70            0.809017            -3.82397
                  71            0.790155             -3.8491
                  72            0.770513            -3.87361
                  73            0.750111             -3.8975
                  74            0.728969            -3.92074
                  75            0.707107             -3.9433
                  76            0.684547            -3.96516
                  77            0.661312             -3.9863
                  78            0.637424             -4.0067
                  79            0.612907            -4.02634
                  80            0.587785            -4.04521
                  81            0.562083            -4.06327
                  82            0.535827            -4.08052
                  83            0.509041            -4.09693
                  84            0.481754             -4.1125
                  85             0.45399            -4.12719
                  86            0.425779            -4.14102
                  87            0.397148            -4.15394
                  88            0.368125            -4.16596
                  89            0.338738            -4.17707
                  90            0.309017            -4.18724
                  91            0.278991            -4.19648
                  92             0.24869            -4.20477
                  93            0.218143            -4.21211
                  94            0.187381            -4.21848
                  95            0.156434            -4.22388
                  96            0.125333             -4.2283
                  97           0.0941083            -4.23175
                  98           0.0627905            -4.23422
                  99                   0            -4.23619
