            Interval              Radial            Vertical
                   0                   0            0.561823
                   0                   0            0.561823
                   1           0.0314108            0.561329
                   2           0.0627905            0.559849
                   3           0.0941083            0.557385
                   4            0.125333            0.553937
                   5            0.156434            0.549511
                   6            0.187381             0.54411
                   7            0.218143             0.53774
                   8             0.24869            0.530406
                   9            0.278991            0.522116
                  10            0.309017            0.512879
                  11            0.338738            0.502704
                  12            0.368125            0.491599
                  13            0.397148            0.479577
                  14            0.425779             0.46665
                  15             0.45399            0.452829
                  16            0.481754            0.438129
                  17            0.509041            0.422565
                  18            0.535827            0.406151
                  19            0.562083            0.388903
                  20            0.587785             0.37084
                  21            0.612907            0.351978
                  22            0.637424            0.332336
                  23            0.661312            0.311934
                  24            0.684547            0.290791
                  25            0.707107             0.26893
                  26            0.728969             0.24637
                  27            0.750111            0.223135
                  28            0.770513            0.199247
                  29            0.790155             0.17473
                  30            0.809017            0.149608
                  31            0.827081            0.123906
                  32            0.844328           0.0976496
                  33            0.860742           0.0708642
                  34            0.876307           0.0435764
                  35            0.891007           0.0158133
                  36            0.904827           -0.012398
                  37            0.917755          -0.0410294
                  38            0.929776          -0.0700527
                  39            0.940881          -0.0994393
                  40            0.951057            -0.12916
                  41            0.960294           -0.159186
                  42            0.968583           -0.189487
                  43            0.975917           -0.220034
                  44            0.982287           -0.250796
                  45            0.987688           -0.281743
                  46            0.992115           -0.312844
                  47            0.995562           -0.344069
                  48            0.998027           -0.375387
                  49            0.999507           -0.406766
                  50                   1           -0.438177
                  51            0.999507           -0.469588
                  52            0.998027           -0.500968
                  53            0.995562           -0.532286
                  54            0.992115            -0.56351
                  55            0.987688           -0.594612
                  56            0.982287           -0.625559
                  57            0.975917            -0.65632
                  58            0.968583           -0.686867
                  59            0.960294           -0.717168
                  60            0.951057           -0.747194
                  61            0.940881           -0.776915
                  62            0.929776           -0.806302
                  63            0.917755           -0.835325
                  64            0.904827           -0.863957
                  65            0.891007           -0.892168
                  66            0.876307           -0.919931
                  67            0.860742           -0.947219
                  68            0.844328           -0.974004
                  69            0.827081            -1.00026
                  70            0.809017            -1.02596
                  71            0.790155            -1.05108
                  72            0.770513             -1.0756
                  73            0.750111            -1.09949
                  74            0.728969            -1.12272
                  75            0.707107            -1.14528
                  76            0.684547            -1.16715
                  77            0.661312            -1.18829
                  78            0.637424            -1.20869
                  79            0.612907            -1.22833
                  80            0.587785            -1.24719
                  81            0.562083            -1.26526
                  82            0.535827            -1.28251
                  83            0.509041            -1.29892
                  84            0.481754            -1.31448
                  85             0.45399            -1.32918
                  86            0.425779              -1.343
                  87            0.397148            -1.35593
                  88            0.368125            -1.36795
                  89            0.338738            -1.37906
                  90            0.309017            -1.38923
                  91            0.278991            -1.39847
                  92             0.24869            -1.40676
                  93            0.218143            -1.41409
                  94            0.187381            -1.42046
                  95            0.156434            -1.42587
                  96            0.125333            -1.43029
                  97           0.0941083            -1.43374
                  98           0.0627905             -1.4362
                  99                   0            -1.43818
