           iteration                time              height            velocity
                   0                   0                   3            -1.34809
                   1               0.005             2.99326            -1.34414
                   2                0.01             2.98654            -1.34021
                   3               0.015             2.97984            -1.33632
                   4                0.02             2.97316            -1.33246
                   5               0.025             2.96649            -1.32863
                   6                0.03             2.95985            -1.32484
                   7               0.035             2.95323            -1.32107
                   8                0.04             2.94662            -1.31734
                   9               0.045             2.94003            -1.31364
                  10                0.05             2.93347            -1.30997
                  11               0.055             2.92692            -1.30632
                  12                0.06             2.92038            -1.30271
                  13               0.065             2.91387            -1.29912
                  14                0.07             2.90738            -1.29557
                  15               0.075              2.9009            -1.29204
                  16                0.08             2.89444            -1.28854
                  17               0.085             2.88799            -1.28506
                  18                0.09             2.88157            -1.28161
                  19               0.095             2.87516            -1.27819
                  20                 0.1             2.86877             -1.2748
                  21               0.105              2.8624            -1.27143
                  22                0.11             2.85604            -1.26808
                  23               0.115              2.8497            -1.26477
                  24                0.12             2.84338            -1.26147
                  25               0.125             2.83707             -1.2582
                  26                0.13             2.83078            -1.25496
                  27               0.135              2.8245            -1.25174
                  28                0.14             2.81824            -1.24854
                  29               0.145               2.812            -1.24536
                  30                0.15             2.80577            -1.24221
                  31               0.155             2.79956            -1.23908
                  32                0.16             2.79337            -1.23598
                  33               0.165             2.78719            -1.23289
                  34                0.17             2.78102            -1.22983
                  35               0.175             2.77487            -1.22679
                  36                0.18             2.76874            -1.22377
                  37               0.185             2.76262            -1.22077
                  38                0.19             2.75652            -1.21779
                  39               0.195             2.75043            -1.21484
                  40                 0.2             2.74435             -1.2119
                  41               0.205             2.73829            -1.20898
                  42                0.21             2.73225            -1.20609
                  43               0.215             2.72622            -1.20321
                  44                0.22              2.7202            -1.20035
                  45               0.225              2.7142            -1.19751
                  46                0.23             2.70821            -1.19469
                  47               0.235             2.70224            -1.19189
                  48                0.24             2.69628            -1.18911
                  49               0.245             2.69034            -1.18635
                  50                0.25              2.6844             -1.1836
                  51               0.255             2.67849            -1.18087
                  52                0.26             2.67258            -1.17816
                  53               0.265             2.66669            -1.17547
                  54                0.27             2.66081            -1.17279
                  55               0.275             2.65495            -1.17013
                  56                0.28              2.6491            -1.16749
                  57               0.285             2.64326            -1.16487
                  58                0.29             2.63744            -1.16226
                  59               0.295             2.63163            -1.15966
                  60                 0.3             2.62583            -1.15709
                  61               0.305             2.62004            -1.15453
                  62                0.31             2.61427            -1.15198
                  63               0.315             2.60851            -1.14946
                  64                0.32             2.60276            -1.14694
                  65               0.325             2.59703            -1.14444
                  66                0.33             2.59131            -1.14196
                  67               0.335              2.5856            -1.13949
                  68                0.34              2.5799            -1.13704
                  69               0.345             2.57421             -1.1346
                  70                0.35             2.56854            -1.13218
                  71               0.355             2.56288            -1.12977
                  72                0.36             2.55723            -1.12738
                  73               0.365             2.55159            -1.12499
                  74                0.37             2.54597            -1.12263
                  75               0.375             2.54035            -1.12027
                  76                0.38             2.53475            -1.11793
                  77               0.385             2.52916            -1.11561
                  78                0.39             2.52359             -1.1133
                  79               0.395             2.51802              -1.111
                  80                 0.4             2.51246            -1.10871
                  81               0.405             2.50692            -1.10644
                  82                0.41             2.50139            -1.10417
                  83               0.415             2.49587            -1.10193
                  84                0.42             2.49036            -1.09969
                  85               0.425             2.48486            -1.09747
                  86                0.43             2.47937            -1.09526
                  87               0.435              2.4739            -1.09306
                  88                0.44             2.46843            -1.09087
                  89               0.445             2.46298             -1.0887
                  90                0.45             2.45753            -1.08653
                  91               0.455              2.4521            -1.08438
                  92                0.46             2.44668            -1.08224
                  93               0.465             2.44127            -1.08012
                  94                0.47             2.43587              -1.078
                  95               0.475             2.43048            -1.07589
                  96                0.48              2.4251             -1.0738
                  97               0.485             2.41973            -1.07172
                  98                0.49             2.41437            -1.06964
                  99               0.495             2.40902            -1.06758
                 100                 0.5             2.40368            -1.06553
                 101               0.505             2.39836            -1.06349
                 102                0.51             2.39304            -1.06146
                 103               0.515             2.38773            -1.05944
                 104                0.52             2.38243            -1.05743
                 105               0.525             2.37715            -1.05544
                 106                0.53             2.37187            -1.05345
                 107               0.535              2.3666            -1.05147
                 108                0.54             2.36134             -1.0495
                 109               0.545              2.3561            -1.04754
                 110                0.55             2.35086            -1.04559
                 111               0.555             2.34563            -1.04365
                 112                0.56             2.34041            -1.04172
                 113               0.565              2.3352             -1.0398
                 114                0.57             2.33001            -1.03789
                 115               0.575             2.32482            -1.03599
                 116                0.58             2.31964             -1.0341
                 117               0.585             2.31447            -1.03221
                 118                0.59              2.3093            -1.03034
                 119               0.595             2.30415            -1.02847
                 120                 0.6             2.29901            -1.02662
                 121               0.605             2.29388            -1.02477
                 122                0.61             2.28875            -1.02293
                 123               0.615             2.28364             -1.0211
                 124                0.62             2.27853            -1.01928
                 125               0.625             2.27344            -1.01746
                 126                0.63             2.26835            -1.01566
                 127               0.635             2.26327            -1.01386
                 128                0.64              2.2582            -1.01207
                 129               0.645             2.25314            -1.01029
                 130                0.65             2.24809            -1.00852
                 131               0.655             2.24305            -1.00675
                 132                0.66             2.23801              -1.005
                 133               0.665             2.23299            -1.00325
                 134                0.67             2.22797            -1.00151
                 135               0.675             2.22297           -0.999773
                 136                0.68             2.21797           -0.998047
                 137               0.685             2.21298           -0.996329
                 138                0.69             2.20799           -0.994619
                 139               0.695             2.20302           -0.992915
                 140                 0.7             2.19806            -0.99122
                 141               0.705              2.1931           -0.989531
                 142                0.71             2.18815            -0.98785
                 143               0.715             2.18321           -0.986175
                 144                0.72             2.17828           -0.984508
                 145               0.725             2.17336           -0.982848
                 146                0.73             2.16845           -0.981195
                 147               0.735             2.16354           -0.979549
                 148                0.74             2.15864            -0.97791
                 149               0.745             2.15375           -0.976277
                 150                0.75             2.14887           -0.974651
                 151               0.755               2.144           -0.973032
                 152                0.76             2.13913            -0.97142
                 153               0.765             2.13428           -0.969814
                 154                0.77             2.12943           -0.968214
                 155               0.775             2.12459           -0.966621
                 156                0.78             2.11975           -0.965034
                 157               0.785             2.11493           -0.963454
                 158                0.79             2.11011            -0.96188
                 159               0.795              2.1053           -0.960312
                 160                 0.8              2.1005            -0.95875
                 161               0.805             2.09571           -0.957194
                 162                0.81             2.09092           -0.955645
                 163               0.815             2.08614           -0.954101
                 164                0.82             2.08137           -0.952563
                 165               0.825             2.07661           -0.951031
                 166                0.83             2.07185           -0.949505
                 167               0.835             2.06711           -0.947985
                 168                0.84             2.06237            -0.94647
                 169               0.845             2.05763           -0.944961
                 170                0.85             2.05291           -0.943458
                 171               0.855             2.04819            -0.94196
