            Interval              Radial            Vertical
                   0                   0             1.81616
                   0                   0             1.81616
                   1           0.0314108             1.81567
                   2           0.0627905             1.81419
                   3           0.0941083             1.81172
                   4            0.125333             1.80828
                   5            0.156434             1.80385
                   6            0.187381             1.79845
                   7            0.218143             1.79208
                   8             0.24869             1.78474
                   9            0.278991             1.77646
                  10            0.309017             1.76722
                  11            0.338738             1.75704
                  12            0.368125             1.74594
                  13            0.397148             1.73392
                  14            0.425779             1.72099
                  15             0.45399             1.70717
                  16            0.481754             1.69247
                  17            0.509041              1.6769
                  18            0.535827             1.66049
                  19            0.562083             1.64324
                  20            0.587785             1.62518
                  21            0.612907             1.60632
                  22            0.637424             1.58667
                  23            0.661312             1.56627
                  24            0.684547             1.54513
                  25            0.707107             1.52327
                  26            0.728969             1.50071
                  27            0.750111             1.47747
                  28            0.770513             1.45359
                  29            0.790155             1.42907
                  30            0.809017             1.40395
                  31            0.827081             1.37825
                  32            0.844328             1.35199
                  33            0.860742              1.3252
                  34            0.876307             1.29792
                  35            0.891007             1.27015
                  36            0.904827             1.24194
                  37            0.917755             1.21331
                  38            0.929776             1.18429
                  39            0.940881              1.1549
                  40            0.951057             1.12518
                  41            0.960294             1.09515
                  42            0.968583             1.06485
                  43            0.975917              1.0343
                  44            0.982287             1.00354
                  45            0.987688            0.972596
                  46            0.992115            0.941495
                  47            0.995562             0.91027
                  48            0.998027            0.878952
                  49            0.999507            0.847572
                  50                   1            0.816162
                  51            0.999507            0.784751
                  52            0.998027            0.753371
                  53            0.995562            0.722053
                  54            0.992115            0.690828
                  55            0.987688            0.659727
                  56            0.982287             0.62878
                  57            0.975917            0.598018
                  58            0.968583            0.567472
                  59            0.960294            0.537171
                  60            0.951057            0.507145
                  61            0.940881            0.477424
                  62            0.929776            0.448037
                  63            0.917755            0.419014
                  64            0.904827            0.390382
                  65            0.891007            0.362171
                  66            0.876307            0.334408
                  67            0.860742             0.30712
                  68            0.844328            0.280335
                  69            0.827081            0.254078
                  70            0.809017            0.228376
                  71            0.790155            0.203255
                  72            0.770513            0.178738
                  73            0.750111             0.15485
                  74            0.728969            0.131615
                  75            0.707107            0.109055
                  76            0.684547           0.0871931
                  77            0.661312           0.0660506
                  78            0.637424           0.0456485
                  79            0.612907           0.0260067
                  80            0.587785          0.00714471
                  81            0.562083          -0.0109189
                  82            0.535827          -0.0281662
                  83            0.509041          -0.0445803
                  84            0.481754           -0.060145
                  85             0.45399          -0.0748448
                  86            0.425779          -0.0886654
                  87            0.397148           -0.101593
                  88            0.368125           -0.113615
                  89            0.338738           -0.124719
                  90            0.309017           -0.134895
                  91            0.278991           -0.144132
                  92             0.24869           -0.152421
                  93            0.218143           -0.159755
                  94            0.187381           -0.166126
                  95            0.156434           -0.171527
                  96            0.125333           -0.175953
                  97           0.0941083             -0.1794
                  98           0.0627905           -0.181865
                  99                   0           -0.183838
