            Interval              Radial            Vertical
                   0                   0            0.197039
                   0                   0            0.197039
                   1           0.0314108            0.196546
                   2           0.0627905            0.195066
                   3           0.0941083            0.192601
                   4            0.125333            0.189154
                   5            0.156434            0.184727
                   6            0.187381            0.179326
                   7            0.218143            0.172956
                   8             0.24869            0.165622
                   9            0.278991            0.157333
                  10            0.309017            0.148096
                  11            0.338738             0.13792
                  12            0.368125            0.126816
                  13            0.397148            0.114794
                  14            0.425779            0.101866
                  15             0.45399           0.0880456
                  16            0.481754           0.0733457
                  17            0.509041           0.0577811
                  18            0.535827            0.041367
                  19            0.562083           0.0241196
                  20            0.587785          0.00605606
                  21            0.612907          -0.0128059
                  22            0.637424          -0.0324477
                  23            0.661312          -0.0528499
                  24            0.684547          -0.0739923
                  25            0.707107          -0.0958542
                  26            0.728969           -0.118414
                  27            0.750111           -0.141649
                  28            0.770513           -0.165537
                  29            0.790155           -0.190054
                  30            0.809017           -0.215176
                  31            0.827081           -0.240878
                  32            0.844328           -0.267134
                  33            0.860742            -0.29392
                  34            0.876307           -0.321207
                  35            0.891007            -0.34897
                  36            0.904827           -0.377182
                  37            0.917755           -0.405813
                  38            0.929776           -0.434836
                  39            0.940881           -0.464223
                  40            0.951057           -0.493944
                  41            0.960294            -0.52397
                  42            0.968583           -0.554271
                  43            0.975917           -0.584818
                  44            0.982287            -0.61558
                  45            0.987688           -0.646526
                  46            0.992115           -0.677628
                  47            0.995562           -0.708853
                  48            0.998027            -0.74017
                  49            0.999507            -0.77155
                  50                   1           -0.802961
                  51            0.999507           -0.834372
                  52            0.998027           -0.865751
                  53            0.995562           -0.897069
                  54            0.992115           -0.928294
                  55            0.987688           -0.959395
                  56            0.982287           -0.990342
                  57            0.975917             -1.0211
                  58            0.968583            -1.05165
                  59            0.960294            -1.08195
                  60            0.951057            -1.11198
                  61            0.940881             -1.1417
                  62            0.929776            -1.17109
                  63            0.917755            -1.20011
                  64            0.904827            -1.22874
                  65            0.891007            -1.25695
                  66            0.876307            -1.28471
                  67            0.860742              -1.312
                  68            0.844328            -1.33879
                  69            0.827081            -1.36504
                  70            0.809017            -1.39075
                  71            0.790155            -1.41587
                  72            0.770513            -1.44038
                  73            0.750111            -1.46427
                  74            0.728969            -1.48751
                  75            0.707107            -1.51007
                  76            0.684547            -1.53193
                  77            0.661312            -1.55307
                  78            0.637424            -1.57347
                  79            0.612907            -1.59312
                  80            0.587785            -1.61198
                  81            0.562083            -1.63004
                  82            0.535827            -1.64729
                  83            0.509041             -1.6637
                  84            0.481754            -1.67927
                  85             0.45399            -1.69397
                  86            0.425779            -1.70779
                  87            0.397148            -1.72072
                  88            0.368125            -1.73274
                  89            0.338738            -1.74384
                  90            0.309017            -1.75402
                  91            0.278991            -1.76325
                  92             0.24869            -1.77154
                  93            0.218143            -1.77888
                  94            0.187381            -1.78525
                  95            0.156434            -1.79065
                  96            0.125333            -1.79508
                  97           0.0941083            -1.79852
                  98           0.0627905            -1.80099
                  99                   0            -1.80296
