            Interval              Radial            Vertical
                   0                   0             1.08494
                   0                   0             1.08494
                   1           0.0314108             1.08444
                   2           0.0627905             1.08296
                   3           0.0941083              1.0805
                   4            0.125333             1.07705
                   5            0.156434             1.07262
                   6            0.187381             1.06722
                   7            0.218143             1.06085
                   8             0.24869             1.05352
                   9            0.278991             1.04523
                  10            0.309017             1.03599
                  11            0.338738             1.02582
                  12            0.368125             1.01471
                  13            0.397148             1.00269
                  14            0.425779            0.989762
                  15             0.45399            0.975942
                  16            0.481754            0.961242
                  17            0.509041            0.945677
                  18            0.535827            0.929263
                  19            0.562083            0.912016
                  20            0.587785            0.893952
                  21            0.612907             0.87509
                  22            0.637424            0.855449
                  23            0.661312            0.835046
                  24            0.684547            0.813904
                  25            0.707107            0.792042
                  26            0.728969            0.769482
                  27            0.750111            0.746247
                  28            0.770513            0.722359
                  29            0.790155            0.697842
                  30            0.809017            0.672721
                  31            0.827081            0.647019
                  32            0.844328            0.620762
                  33            0.860742            0.593977
                  34            0.876307            0.566689
                  35            0.891007            0.538926
                  36            0.904827            0.510715
                  37            0.917755            0.482083
                  38            0.929776             0.45306
                  39            0.940881            0.423673
                  40            0.951057            0.393952
                  41            0.960294            0.363926
                  42            0.968583            0.333625
                  43            0.975917            0.303079
                  44            0.982287            0.272317
                  45            0.987688             0.24137
                  46            0.992115            0.210269
                  47            0.995562            0.179044
                  48            0.998027            0.147726
                  49            0.999507            0.116346
                  50                   1           0.0849354
                  51            0.999507           0.0535246
                  52            0.998027           0.0221448
                  53            0.995562         -0.00917295
                  54            0.992115          -0.0403979
                  55            0.987688          -0.0714991
                  56            0.982287           -0.102446
                  57            0.975917           -0.133208
                  58            0.968583           -0.163755
                  59            0.960294           -0.194056
                  60            0.951057           -0.224082
                  61            0.940881           -0.253803
                  62            0.929776           -0.283189
                  63            0.917755           -0.312213
                  64            0.904827           -0.340844
                  65            0.891007           -0.369055
                  66            0.876307           -0.396818
                  67            0.860742           -0.424106
                  68            0.844328           -0.450891
                  69            0.827081           -0.477148
                  70            0.809017            -0.50285
                  71            0.790155           -0.527972
                  72            0.770513           -0.552489
                  73            0.750111           -0.576377
                  74            0.728969           -0.599612
                  75            0.707107           -0.622171
                  76            0.684547           -0.644033
                  77            0.661312           -0.665176
                  78            0.637424           -0.685578
                  79            0.612907            -0.70522
                  80            0.587785           -0.724082
                  81            0.562083           -0.742145
                  82            0.535827           -0.759393
                  83            0.509041           -0.775807
                  84            0.481754           -0.791371
                  85             0.45399           -0.806071
                  86            0.425779           -0.819892
                  87            0.397148           -0.832819
                  88            0.368125           -0.844841
                  89            0.338738           -0.855945
                  90            0.309017           -0.866121
                  91            0.278991           -0.875358
                  92             0.24869           -0.883648
                  93            0.218143           -0.890981
                  94            0.187381           -0.897352
                  95            0.156434           -0.902753
                  96            0.125333           -0.907179
                  97           0.0941083           -0.910627
                  98           0.0627905           -0.913091
                  99                   0           -0.915065
