            Interval              Radial            Vertical
                   0                   0             2.61938
                   0                   0             2.61938
                   1           0.0314108             2.61889
                   2           0.0627905             2.61741
                   3           0.0941083             2.61494
                   4            0.125333             2.61149
                   5            0.156434             2.60707
                   6            0.187381             2.60167
                   7            0.218143              2.5953
                   8             0.24869             2.58796
                   9            0.278991             2.57967
                  10            0.309017             2.57044
                  11            0.338738             2.56026
                  12            0.368125             2.54916
                  13            0.397148             2.53713
                  14            0.425779             2.52421
                  15             0.45399             2.51039
                  16            0.481754             2.49569
                  17            0.509041             2.48012
                  18            0.535827             2.46371
                  19            0.562083             2.44646
                  20            0.587785              2.4284
                  21            0.612907             2.40954
                  22            0.637424             2.38989
                  23            0.661312             2.36949
                  24            0.684547             2.34835
                  25            0.707107             2.32649
                  26            0.728969             2.30393
                  27            0.750111             2.28069
                  28            0.770513              2.2568
                  29            0.790155             2.23229
                  30            0.809017             2.20717
                  31            0.827081             2.18146
                  32            0.844328             2.15521
                  33            0.860742             2.12842
                  34            0.876307             2.10113
                  35            0.891007             2.07337
                  36            0.904827             2.04516
                  37            0.917755             2.01653
                  38            0.929776              1.9875
                  39            0.940881             1.95812
                  40            0.951057              1.9284
                  41            0.960294             1.89837
                  42            0.968583             1.86807
                  43            0.975917             1.83752
                  44            0.982287             1.80676
                  45            0.987688             1.77581
                  46            0.992115             1.74471
                  47            0.995562             1.71349
                  48            0.998027             1.68217
                  49            0.999507             1.65079
                  50                   1             1.61938
                  51            0.999507             1.58797
                  52            0.998027             1.55659
                  53            0.995562             1.52527
                  54            0.992115             1.49405
                  55            0.987688             1.46295
                  56            0.982287               1.432
                  57            0.975917             1.40124
                  58            0.968583             1.37069
                  59            0.960294             1.34039
                  60            0.951057             1.31036
                  61            0.940881             1.28064
                  62            0.929776             1.25126
                  63            0.917755             1.22223
                  64            0.904827              1.1936
                  65            0.891007             1.16539
                  66            0.876307             1.13763
                  67            0.860742             1.11034
                  68            0.844328             1.08355
                  69            0.827081              1.0573
                  70            0.809017             1.03159
                  71            0.790155             1.00647
                  72            0.770513            0.981956
                  73            0.750111            0.958068
                  74            0.728969            0.934833
                  75            0.707107            0.912273
                  76            0.684547            0.890412
                  77            0.661312            0.869269
                  78            0.637424            0.848867
                  79            0.612907            0.829225
                  80            0.587785            0.810363
                  81            0.562083              0.7923
                  82            0.535827            0.775052
                  83            0.509041            0.758638
                  84            0.481754            0.743073
                  85             0.45399            0.728374
                  86            0.425779            0.714553
                  87            0.397148            0.701626
                  88            0.368125            0.689604
                  89            0.338738            0.678499
                  90            0.309017            0.668324
                  91            0.278991            0.659086
                  92             0.24869            0.650797
                  93            0.218143            0.643463
                  94            0.187381            0.637093
                  95            0.156434            0.631692
                  96            0.125333            0.627265
                  97           0.0941083            0.623818
                  98           0.0627905            0.621353
                  99                   0             0.61938
