            Interval              Radial            Vertical
                   0                   0             1.45412
                   0                   0             1.45412
                   1           0.0314108             1.45363
                   2           0.0627905             1.45215
                   3           0.0941083             1.44969
                   4            0.125333             1.44624
                   5            0.156434             1.44181
                   6            0.187381             1.43641
                   7            0.218143             1.43004
                   8             0.24869             1.42271
                   9            0.278991             1.41442
                  10            0.309017             1.40518
                  11            0.338738               1.395
                  12            0.368125              1.3839
                  13            0.397148             1.37188
                  14            0.425779             1.35895
                  15             0.45399             1.34513
                  16            0.481754             1.33043
                  17            0.509041             1.31487
                  18            0.535827             1.29845
                  19            0.562083              1.2812
                  20            0.587785             1.26314
                  21            0.612907             1.24428
                  22            0.637424             1.22464
                  23            0.661312             1.20423
                  24            0.684547             1.18309
                  25            0.707107             1.16123
                  26            0.728969             1.13867
                  27            0.750111             1.11544
                  28            0.770513             1.09155
                  29            0.790155             1.06703
                  30            0.809017             1.04191
                  31            0.827081             1.01621
                  32            0.844328            0.989951
                  33            0.860742            0.963165
                  34            0.876307            0.935878
                  35            0.891007            0.908114
                  36            0.904827            0.879903
                  37            0.917755            0.851272
                  38            0.929776            0.822248
                  39            0.940881            0.792862
                  40            0.951057            0.763141
                  41            0.960294            0.733115
                  42            0.968583            0.702814
                  43            0.975917            0.672267
                  44            0.982287            0.641505
                  45            0.987688            0.610558
                  46            0.992115            0.579457
                  47            0.995562            0.548232
                  48            0.998027            0.516914
                  49            0.999507            0.485535
                  50                   1            0.454124
                  51            0.999507            0.422713
                  52            0.998027            0.391333
                  53            0.995562            0.360016
                  54            0.992115            0.328791
                  55            0.987688            0.297689
                  56            0.982287            0.266743
                  57            0.975917            0.235981
                  58            0.968583            0.205434
                  59            0.960294            0.175133
                  60            0.951057            0.145107
                  61            0.940881            0.115386
                  62            0.929776           0.0859994
                  63            0.917755            0.056976
                  64            0.904827           0.0283446
                  65            0.891007         0.000133429
                  66            0.876307          -0.0276297
                  67            0.860742          -0.0549175
                  68            0.844328          -0.0817029
                  69            0.827081           -0.107959
                  70            0.809017           -0.133661
                  71            0.790155           -0.158783
                  72            0.770513             -0.1833
                  73            0.750111           -0.207188
                  74            0.728969           -0.230423
                  75            0.707107           -0.252983
                  76            0.684547           -0.274845
                  77            0.661312           -0.295987
                  78            0.637424           -0.316389
                  79            0.612907           -0.336031
                  80            0.587785           -0.354893
                  81            0.562083           -0.372957
                  82            0.535827           -0.390204
                  83            0.509041           -0.406618
                  84            0.481754           -0.422183
                  85             0.45399           -0.436883
                  86            0.425779           -0.450703
                  87            0.397148           -0.463631
                  88            0.368125           -0.475653
                  89            0.338738           -0.486757
                  90            0.309017           -0.496933
                  91            0.278991            -0.50617
                  92             0.24869           -0.514459
                  93            0.218143           -0.521793
                  94            0.187381           -0.528163
                  95            0.156434           -0.533564
                  96            0.125333           -0.537991
                  97           0.0941083           -0.541438
                  98           0.0627905           -0.543903
                  99                   0           -0.545876
