            Interval              Radial            Vertical
                   0                   0             2.00513
                   0                   0             2.00513
                   1           0.0314108             2.00464
                   2           0.0627905             2.00316
                   3           0.0941083             2.00069
                   4            0.125333             1.99725
                   5            0.156434             1.99282
                   6            0.187381             1.98742
                   7            0.218143             1.98105
                   8             0.24869             1.97371
                   9            0.278991             1.96543
                  10            0.309017             1.95619
                  11            0.338738             1.94601
                  12            0.368125             1.93491
                  13            0.397148             1.92289
                  14            0.425779             1.90996
                  15             0.45399             1.89614
                  16            0.481754             1.88144
                  17            0.509041             1.86587
                  18            0.535827             1.84946
                  19            0.562083             1.83221
                  20            0.587785             1.81415
                  21            0.612907             1.79529
                  22            0.637424             1.77564
                  23            0.661312             1.75524
                  24            0.684547              1.7341
                  25            0.707107             1.71224
                  26            0.728969             1.68968
                  27            0.750111             1.66644
                  28            0.770513             1.64256
                  29            0.790155             1.61804
                  30            0.809017             1.59292
                  31            0.827081             1.56721
                  32            0.844328             1.54096
                  33            0.860742             1.51417
                  34            0.876307             1.48689
                  35            0.891007             1.45912
                  36            0.904827             1.43091
                  37            0.917755             1.40228
                  38            0.929776             1.37326
                  39            0.940881             1.34387
                  40            0.951057             1.31415
                  41            0.960294             1.28412
                  42            0.968583             1.25382
                  43            0.975917             1.22327
                  44            0.982287             1.19251
                  45            0.987688             1.16157
                  46            0.992115             1.13046
                  47            0.995562             1.09924
                  48            0.998027             1.06792
                  49            0.999507             1.03654
                  50                   1             1.00513
                  51            0.999507            0.973721
                  52            0.998027            0.942341
                  53            0.995562            0.911023
                  54            0.992115            0.879798
                  55            0.987688            0.848697
                  56            0.982287             0.81775
                  57            0.975917            0.786988
                  58            0.968583            0.756442
                  59            0.960294             0.72614
                  60            0.951057            0.696115
                  61            0.940881            0.666394
                  62            0.929776            0.637007
                  63            0.917755            0.607984
                  64            0.904827            0.579352
                  65            0.891007            0.551141
                  66            0.876307            0.523378
                  67            0.860742             0.49609
                  68            0.844328            0.469305
                  69            0.827081            0.443048
                  70            0.809017            0.417346
                  71            0.790155            0.392225
                  72            0.770513            0.367708
                  73            0.750111             0.34382
                  74            0.728969            0.320584
                  75            0.707107            0.298025
                  76            0.684547            0.276163
                  77            0.661312            0.255021
                  78            0.637424            0.234618
                  79            0.612907            0.214977
                  80            0.587785            0.196115
                  81            0.562083            0.178051
                  82            0.535827            0.160804
                  83            0.509041             0.14439
                  84            0.481754            0.128825
                  85             0.45399            0.114125
                  86            0.425779            0.100305
                  87            0.397148            0.087377
                  88            0.368125           0.0753551
                  89            0.338738           0.0642508
                  90            0.309017           0.0540751
                  91            0.278991           0.0448379
                  92             0.24869           0.0365484
                  93            0.218143           0.0292148
                  94            0.187381           0.0228443
                  95            0.156434           0.0174432
                  96            0.125333           0.0130169
                  97           0.0941083          0.00956961
                  98           0.0627905          0.00710485
                  99                   0          0.00513158
