            Interval              Radial            Vertical
                   0                   0             1.51899
                   0                   0             1.51899
                   1           0.0314108             1.51849
                   2           0.0627905             1.51701
                   3           0.0941083             1.51455
                   4            0.125333              1.5111
                   5            0.156434             1.50668
                   6            0.187381             1.50128
                   7            0.218143              1.4949
                   8             0.24869             1.48757
                   9            0.278991             1.47928
                  10            0.309017             1.47004
                  11            0.338738             1.45987
                  12            0.368125             1.44876
                  13            0.397148             1.43674
                  14            0.425779             1.42382
                  15             0.45399             1.40999
                  16            0.481754             1.39529
                  17            0.509041             1.37973
                  18            0.535827             1.36332
                  19            0.562083             1.34607
                  20            0.587785               1.328
                  21            0.612907             1.30914
                  22            0.637424              1.2895
                  23            0.661312              1.2691
                  24            0.684547             1.24796
                  25            0.707107             1.22609
                  26            0.728969             1.20354
                  27            0.750111              1.1803
                  28            0.770513             1.15641
                  29            0.790155              1.1319
                  30            0.809017             1.10677
                  31            0.827081             1.08107
                  32            0.844328             1.05481
                  33            0.860742             1.02803
                  34            0.876307             1.00074
                  35            0.891007            0.972978
                  36            0.904827            0.944767
                  37            0.917755            0.916136
                  38            0.929776            0.887113
                  39            0.940881            0.857726
                  40            0.951057            0.828005
                  41            0.960294            0.797979
                  42            0.968583            0.767678
                  43            0.975917            0.737131
                  44            0.982287            0.706369
                  45            0.987688            0.675422
                  46            0.992115            0.644321
                  47            0.995562            0.613096
                  48            0.998027            0.581779
                  49            0.999507            0.550399
                  50                   1            0.518988
                  51            0.999507            0.487577
                  52            0.998027            0.456197
                  53            0.995562             0.42488
                  54            0.992115            0.393655
                  55            0.987688            0.362554
                  56            0.982287            0.331607
                  57            0.975917            0.300845
                  58            0.968583            0.270298
                  59            0.960294            0.239997
                  60            0.951057            0.209971
                  61            0.940881             0.18025
                  62            0.929776            0.150863
                  63            0.917755             0.12184
                  64            0.904827           0.0932087
                  65            0.891007           0.0649975
                  66            0.876307           0.0372343
                  67            0.860742          0.00994658
                  68            0.844328          -0.0168388
                  69            0.827081          -0.0430954
                  70            0.809017          -0.0687973
                  71            0.790155          -0.0939191
                  72            0.770513           -0.118436
                  73            0.750111           -0.142324
                  74            0.728969           -0.165559
                  75            0.707107           -0.188119
                  76            0.684547           -0.209981
                  77            0.661312           -0.231123
                  78            0.637424           -0.251525
                  79            0.612907           -0.271167
                  80            0.587785           -0.290029
                  81            0.562083           -0.308093
                  82            0.535827            -0.32534
                  83            0.509041           -0.341754
                  84            0.481754           -0.357319
                  85             0.45399           -0.372019
                  86            0.425779           -0.385839
                  87            0.397148           -0.398767
                  88            0.368125           -0.410788
                  89            0.338738           -0.421893
                  90            0.309017           -0.432069
                  91            0.278991           -0.441306
                  92             0.24869           -0.449595
                  93            0.218143           -0.456929
                  94            0.187381           -0.463299
                  95            0.156434             -0.4687
                  96            0.125333           -0.473127
                  97           0.0941083           -0.476574
                  98           0.0627905           -0.479039
                  99                   0           -0.481012
