           iteration                time              height            velocity
                   0                   0                   3           -0.997705
                   1                0.01             2.99002           -0.995232
                   2                0.02             2.98007           -0.992786
                   3                0.03             2.97014           -0.990365
                   4                0.04             2.96024           -0.987969
                   5                0.05             2.95036           -0.985598
                   6                0.06              2.9405           -0.983251
                   7                0.07             2.93067           -0.980928
                   8                0.08             2.92086           -0.978629
                   9                0.09             2.91108           -0.976353
                  10                 0.1             2.90131             -0.9741
                  11                0.11             2.89157           -0.971869
                  12                0.12             2.88185           -0.969661
                  13                0.13             2.87216           -0.967475
                  14                0.14             2.86248            -0.96531
                  15                0.15             2.85283           -0.963166
                  16                0.16              2.8432           -0.961043
                  17                0.17             2.83359           -0.958941
                  18                0.18               2.824           -0.956859
                  19                0.19             2.81443           -0.954797
                  20                 0.2             2.80488           -0.952755
                  21                0.21             2.79535           -0.950732
                  22                0.22             2.78584           -0.948728
                  23                0.23             2.77636           -0.946743
                  24                0.24             2.76689           -0.944777
                  25                0.25             2.75744           -0.942828
                  26                0.26             2.74801           -0.940898
                  27                0.27             2.73861           -0.938985
                  28                0.28             2.72922            -0.93709
                  29                0.29             2.71984           -0.935212
                  30                 0.3             2.71049           -0.933351
                  31                0.31             2.70116           -0.931506
                  32                0.32             2.69184           -0.929678
                  33                0.33             2.68255           -0.927865
                  34                0.34             2.67327           -0.926069
                  35                0.35             2.66401           -0.924288
                  36                0.36             2.65476           -0.922523
                  37                0.37             2.64554           -0.920773
                  38                0.38             2.63633           -0.919038
                  39                0.39             2.62714           -0.917317
                  40                 0.4             2.61797           -0.915611
                  41                0.41             2.60881           -0.913919
                  42                0.42             2.59967           -0.912241
                  43                0.43             2.59055           -0.910577
                  44                0.44             2.58144           -0.908927
                  45                0.45             2.57236            -0.90729
                  46                0.46             2.56328           -0.905666
                  47                0.47             2.55423           -0.904055
                  48                0.48             2.54519           -0.902456
                  49                0.49             2.53616           -0.900871
                  50                 0.5             2.52715           -0.899297
                  51                0.51             2.51816           -0.897736
                  52                0.52             2.50918           -0.896187
                  53                0.53             2.50022            -0.89465
                  54                0.54             2.49127           -0.893124
                  55                0.55             2.48234            -0.89161
                  56                0.56             2.47343           -0.890107
                  57                0.57             2.46452           -0.888615
                  58                0.58             2.45564           -0.887134
                  59                0.59             2.44677           -0.885663
                  60                 0.6             2.43791           -0.884203
                  61                0.61             2.42907           -0.882754
                  62                0.62             2.42024           -0.881315
                  63                0.63             2.41143           -0.879885
                  64                0.64             2.40263           -0.878466
                  65                0.65             2.39384           -0.877057
                  66                0.66             2.38507           -0.875657
                  67                0.67             2.37632           -0.874266
                  68                0.68             2.36757           -0.872885
                  69                0.69             2.35885           -0.871513
                  70                 0.7             2.35013            -0.87015
                  71                0.71             2.34143           -0.868796
                  72                0.72             2.33274            -0.86745
                  73                0.73             2.32407           -0.866113
                  74                0.74             2.31541           -0.864784
                  75                0.75             2.30676           -0.863464
                  76                0.76             2.29812           -0.862152
                  77                0.77              2.2895           -0.860848
                  78                0.78             2.28089           -0.859552
                  79                0.79              2.2723           -0.858263
                  80                 0.8             2.26371           -0.856982
                  81                0.81             2.25515           -0.855709
                  82                0.82             2.24659           -0.854443
                  83                0.83             2.23804           -0.853185
                  84                0.84             2.22951           -0.851933
                  85                0.85             2.22099           -0.850689
                  86                0.86             2.21249           -0.849451
                  87                0.87             2.20399            -0.84822
                  88                0.88             2.19551           -0.846996
                  89                0.89             2.18704           -0.845779
                  90                 0.9             2.17858           -0.844568
                  91                0.91             2.17014           -0.843363
                  92                0.92              2.1617           -0.842164
                  93                0.93             2.15328           -0.840972
                  94                0.94             2.14487           -0.839786
                  95                0.95             2.13647           -0.838606
                  96                0.96             2.12809           -0.837431
                  97                0.97             2.11971           -0.836262
                  98                0.98             2.11135           -0.835099
                  99                0.99               2.103           -0.833942
                 100                   1             2.09466            -0.83279
                 101                1.01             2.08633           -0.831643
                 102                1.02             2.07801           -0.830502
                 103                1.03             2.06971           -0.829365
                 104                1.04             2.06142           -0.828234
                 105                1.05             2.05313           -0.827108
                 106                1.06             2.04486           -0.825987
                 107                1.07              2.0366            -0.82487
                 108                1.08             2.02835           -0.823759
                 109                1.09             2.02012           -0.822652
                 110                 1.1             2.01189           -0.821549
                 111                1.11             2.00367           -0.820451
                 112                1.12             1.99547           -0.819358
                 113                1.13             1.98728           -0.818269
                 114                1.14             1.97909           -0.817184
                 115                1.15             1.97092           -0.816103
                 116                1.16             1.96276           -0.815027
                 117                1.17             1.95461           -0.813954
                 118                1.18             1.94647           -0.812886
                 119                1.19             1.93834           -0.811821
                 120                 1.2             1.93022            -0.81076
                 121                1.21             1.92212           -0.809703
                 122                1.22             1.91402            -0.80865
                 123                1.23             1.90593             -0.8076
                 124                1.24             1.89786           -0.806554
                 125                1.25             1.88979           -0.805511
                 126                1.26             1.88174           -0.804472
                 127                1.27             1.87369           -0.803436
                 128                1.28             1.86566           -0.802404
                 129                1.29             1.85763           -0.801374
                 130                 1.3             1.84962           -0.800348
                 131                1.31             1.84162           -0.799325
                 132                1.32             1.83362           -0.798305
                 133                1.33             1.82564           -0.797288
                 134                1.34             1.81767           -0.796274
                 135                1.35              1.8097           -0.795263
                 136                1.36             1.80175           -0.794255
                 137                1.37             1.79381            -0.79325
                 138                1.38             1.78588           -0.792247
                 139                1.39             1.77795           -0.791247
                 140                 1.4             1.77004            -0.79025
                 141                1.41             1.76214           -0.789255
                 142                1.42             1.75425           -0.788263
                 143                1.43             1.74636           -0.787273
                 144                1.44             1.73849           -0.786285
                 145                1.45             1.73063             -0.7853
                 146                1.46             1.72278           -0.784318
                 147                1.47             1.71493           -0.783338
                 148                1.48              1.7071           -0.782359
                 149                1.49             1.69927           -0.781384
                 150                 1.5             1.69146            -0.78041
                 151                1.51             1.68366           -0.779438
                 152                1.52             1.67586           -0.778469
                 153                1.53             1.66808           -0.777501
                 154                1.54              1.6603           -0.776536
                 155                1.55             1.65254           -0.775572
                 156                1.56             1.64478            -0.77461
                 157                1.57             1.63704            -0.77365
                 158                1.58              1.6293           -0.772692
                 159                1.59             1.62157           -0.771736
                 160                 1.6             1.61385           -0.770782
                 161                1.61             1.60615           -0.769829
                 162                1.62             1.59845           -0.768878
                 163                1.63             1.59076           -0.767929
                 164                1.64             1.58308           -0.766981
                 165                1.65             1.57541           -0.766035
                 166                1.66             1.56775            -0.76509
                 167                1.67              1.5601           -0.764147
                 168                1.68             1.55246           -0.763205
                 169                1.69             1.54483           -0.762265
                 170                 1.7              1.5372           -0.761326
                 171                1.71             1.52959           -0.760388
                 172                1.72             1.52199           -0.759452
                 173                1.73             1.51439           -0.758517
                 174                1.74             1.50681           -0.757584
                 175                1.75             1.49923           -0.756651
                 176                1.76             1.49166            -0.75572
                 177                1.77             1.48411            -0.75479
                 178                1.78             1.47656           -0.753862
                 179                1.79             1.46902           -0.752934
                 180                 1.8             1.46149           -0.752008
                 181                1.81             1.45397           -0.751082
                 182                1.82             1.44646           -0.750158
                 183                1.83             1.43896           -0.749235
                 184                1.84             1.43147           -0.748313
                 185                1.85             1.42398           -0.747391
                 186                1.86             1.41651           -0.746471
                 187                1.87             1.40904           -0.745552
                 188                1.88             1.40159           -0.744633
                 189                1.89             1.39414           -0.743716
                 190                 1.9             1.38671           -0.742799
                 191                1.91             1.37928           -0.741884
                 192                1.92             1.37186           -0.740969
                 193                1.93             1.36445           -0.740055
                 194                1.94             1.35705           -0.739141
                 195                1.95             1.34966           -0.738229
                 196                1.96             1.34227           -0.737317
                 197                1.97              1.3349           -0.736406
                 198                1.98             1.32754           -0.735495
                 199                1.99             1.32018           -0.734586
                 200                   2             1.31284           -0.733677
                 201                2.01              1.3055           -0.732768
                 202                2.02             1.29817           -0.731861
                 203                2.03             1.29085           -0.730954
                 204                2.04             1.28354           -0.730047
                 205                2.05             1.27624           -0.729141
                 206                2.06             1.26895           -0.728236
                 207                2.07             1.26167           -0.727331
                 208                2.08              1.2544           -0.726427
                 209                2.09             1.24713           -0.725523
                 210                 2.1             1.23988            -0.72462
                 211                2.11             1.23263           -0.723718
                 212                2.12             1.22539           -0.722815
                 213                2.13             1.21817           -0.721914
                 214                2.14             1.21095           -0.721012
                 215                2.15             1.20374           -0.720112
                 216                2.16             1.19654           -0.719211
                 217                2.17             1.18934           -0.718311
                 218                2.18             1.18216           -0.717412
                 219                2.19             1.17499           -0.716513
                 220                 2.2             1.16782           -0.715614
                 221                2.21             1.16066           -0.714715
                 222                2.22             1.15352           -0.713817
                 223                2.23             1.14638            -0.71292
                 224                2.24             1.13925           -0.712022
                 225                2.25             1.13213           -0.711125
                 226                2.26             1.12502           -0.710229
                 227                2.27             1.11792           -0.709332
                 228                2.28             1.11082           -0.708436
                 229                2.29             1.10374           -0.707541
                 230                 2.3             1.09666           -0.706645
                 231                2.31              1.0896            -0.70575
                 232                2.32             1.08254           -0.704855
                 233                2.33             1.07549            -0.70396
                 234                2.34             1.06845           -0.703066
                 235                2.35             1.06142           -0.702172
                 236                2.36              1.0544           -0.701278
                 237                2.37             1.04739           -0.700384
                 238                2.38             1.04038            -0.69949
                 239                2.39             1.03339           -0.698597
                 240                 2.4              1.0264           -0.697704
                 241                2.41             1.01942           -0.696811
                 242                2.42             1.01246           -0.695919
                 243                2.43              1.0055           -0.695026
                 244                2.44            0.998547           -0.694134
                 245                2.45            0.991605           -0.693242
                 246                2.46            0.984673            -0.69235
                 247                2.47             0.97775           -0.691458
                 248                2.48            0.970835           -0.690567
                 249                2.49            0.963929           -0.689675
                 250                 2.5            0.957033           -0.688784
                 251                2.51            0.950145           -0.687893
                 252                2.52            0.943266           -0.687002
                 253                2.53            0.936396           -0.686111
                 254                2.54            0.929535           -0.685221
                 255                2.55            0.922682            -0.68433
                 256                2.56            0.915839            -0.68344
                 257                2.57            0.909005            -0.68255
                 258                2.58            0.902179            -0.68166
                 259                2.59            0.895363            -0.68077
                 260                 2.6            0.888555            -0.67988
                 261                2.61            0.881756            -0.67899
                 262                2.62            0.874966           -0.678101
                 263                2.63            0.868185           -0.677211
                 264                2.64            0.861413           -0.676322
                 265                2.65             0.85465           -0.675433
                 266                2.66            0.847896           -0.674544
                 267                2.67             0.84115           -0.673655
                 268                2.68            0.834414           -0.672766
                 269                2.69            0.827686           -0.671878
                 270                 2.7            0.820967           -0.670989
                 271                2.71            0.814257           -0.670101
                 272                2.72            0.807556           -0.669213
                 273                2.73            0.800864           -0.668324
                 274                2.74            0.794181           -0.667436
                 275                2.75            0.787507           -0.666549
                 276                2.76            0.780841           -0.665661
                 277                2.77            0.774184           -0.664773
                 278                2.78            0.767537           -0.663886
                 279                2.79            0.760898           -0.662998
                 280                 2.8            0.754268           -0.662111
                 281                2.81            0.747647           -0.661224
                 282                2.82            0.741035           -0.660337
                 283                2.83            0.734431            -0.65945
                 284                2.84            0.727837           -0.658564
                 285                2.85            0.721251           -0.657677
                 286                2.86            0.714674           -0.656791
                 287                2.87            0.708106           -0.655904
                 288                2.88            0.701547           -0.655018
                 289                2.89            0.694997           -0.654132
                 290                 2.9            0.688456           -0.653247
                 291                2.91            0.681923           -0.652361
                 292                2.92              0.6754           -0.651475
                 293                2.93            0.668885            -0.65059
                 294                2.94            0.662379           -0.649705
                 295                2.95            0.655882            -0.64882
                 296                2.96            0.649394           -0.647935
                 297                2.97            0.642914           -0.647051
                 298                2.98            0.636444           -0.646166
                 299                2.99            0.629982           -0.645282
                 300                   3            0.623529           -0.644398
                 301                3.01            0.617085           -0.643514
                 302                3.02             0.61065           -0.642631
                 303                3.03            0.604224           -0.641747
                 304                3.04            0.597807           -0.640864
                 305                3.05            0.591398           -0.639981
                 306                3.06            0.584998           -0.639098
                 307                3.07            0.578607           -0.638215
                 308                3.08            0.572225           -0.637333
                 309                3.09            0.565852           -0.636451
                 310                 3.1            0.559487           -0.635569
                 311                3.11            0.553131           -0.634687
                 312                3.12            0.546785           -0.633806
                 313                3.13            0.540447           -0.632925
                 314                3.14            0.534117           -0.632044
                 315                3.15            0.527797           -0.631163
                 316                3.16            0.521485           -0.630283
                 317                3.17            0.515182           -0.629403
                 318                3.18            0.508888           -0.628523
                 319                3.19            0.502603           -0.627644
                 320                 3.2            0.496327           -0.626765
                 321                3.21            0.490059           -0.625886
                 322                3.22              0.4838           -0.625007
                 323                3.23             0.47755           -0.624129
                 324                3.24            0.471309           -0.623251
                 325                3.25            0.465076           -0.622373
                 326                3.26            0.458853           -0.621496
                 327                3.27            0.452638           -0.620619
                 328                3.28            0.446431           -0.619742
                 329                3.29            0.440234           -0.618866
                 330                 3.3            0.434045            -0.61799
                 331                3.31            0.427865           -0.617115
                 332                3.32            0.421694           -0.616239
                 333                3.33            0.415532           -0.615365
                 334                3.34            0.409378            -0.61449
                 335                3.35            0.403233           -0.613616
                 336                3.36            0.397097           -0.612743
                 337                3.37             0.39097           -0.611869
                 338                3.38            0.384851           -0.610997
                 339                3.39            0.378741           -0.610124
                 340                 3.4             0.37264           -0.609252
                 341                3.41            0.366547           -0.608381
                 342                3.42            0.360464            -0.60751
                 343                3.43            0.354388           -0.606639
                 344                3.44            0.348322           -0.605769
                 345                3.45            0.342264             -0.6049
                 346                3.46            0.336215            -0.60403
                 347                3.47            0.330175           -0.603162
                 348                3.48            0.324143           -0.602294
                 349                3.49             0.31812           -0.601426
                 350                 3.5            0.312106           -0.600559
                 351                3.51            0.306101           -0.599692
                 352                3.52            0.300104           -0.598826
                 353                3.53            0.294115            -0.59796
                 354                3.54            0.288136           -0.597095
                 355                3.55            0.282165           -0.596231
                 356                3.56            0.276203           -0.595367
                 357                3.57            0.270249           -0.594503
                 358                3.58            0.264304           -0.593641
                 359                3.59            0.258367           -0.592778
                 360                 3.6             0.25244           -0.591917
                 361                3.61            0.246521           -0.591056
                 362                3.62             0.24061           -0.590195
                 363                3.63            0.234708           -0.589336
                 364                3.64            0.228815           -0.588476
                 365                3.65             0.22293           -0.587618
                 366                3.66            0.217054            -0.58676
                 367                3.67            0.211186           -0.585903
                 368                3.68            0.205327           -0.585046
                 369                3.69            0.199477            -0.58419
                 370                 3.7            0.193635           -0.583335
                 371                3.71            0.187801            -0.58248
                 372                3.72            0.181977           -0.581626
                 373                3.73             0.17616           -0.580773
                 374                3.74            0.170353           -0.579921
                 375                3.75            0.164553           -0.579069
                 376                3.76            0.158763           -0.578218
                 377                3.77            0.152981           -0.577368
                 378                3.78            0.147207           -0.576518
                 379                3.79            0.141442            -0.57567
                 380                 3.8            0.135685           -0.574822
                 381                3.81            0.129937           -0.573974
                 382                3.82            0.124197           -0.573128
                 383                3.83            0.118466           -0.572282
                 384                3.84            0.112743           -0.571437
                 385                3.85            0.107029           -0.570593
                 386                3.86            0.101323            -0.56975
                 387                3.87           0.0956251           -0.568907
                 388                3.88            0.089936           -0.568066
                 389                3.89           0.0842554           -0.567225
                 390                 3.9           0.0785831           -0.566385
                 391                3.91           0.0729192           -0.565546
                 392                3.92           0.0672638           -0.564708
                 393                3.93           0.0616167           -0.563871
                 394                3.94            0.055978           -0.563034
                 395                3.95           0.0503477           -0.562199
                 396                3.96           0.0447257           -0.561364
                 397                3.97            0.039112            -0.56053
                 398                3.98           0.0335067           -0.559697
                 399                3.99           0.0279098           -0.558866
                 400                   4           0.0223211           -0.558035
                 401                4.01           0.0167408           -0.557205
                 402                4.02           0.0111687           -0.556376
                 403                4.03          0.00560495           -0.555548
                 404                4.04         4.94733e-05            -0.55472
                 405                4.05         -0.00549773           -0.553894
                 406                4.06          -0.0110367           -0.553069
                 407                4.07          -0.0165674           -0.552245
                 408                4.08          -0.0220898           -0.551422
                 409                4.09           -0.027604             -0.5506
                 410                 4.1            -0.03311           -0.549779
                 411                4.11          -0.0386078           -0.548959
                 412                4.12          -0.0440974            -0.54814
                 413                4.13          -0.0495788           -0.547322
                 414                4.14           -0.055052           -0.546505
                 415                4.15          -0.0605171           -0.545689
                 416                4.16          -0.0659739           -0.544874
                 417                4.17          -0.0714227            -0.54406
                 418                4.18          -0.0768633           -0.543248
                 419                4.19          -0.0822958           -0.542436
                 420                 4.2          -0.0877201           -0.541626
                 421                4.21          -0.0931364           -0.540816
                 422                4.22          -0.0985445           -0.540008
                 423                4.23           -0.103945           -0.539201
                 424                4.24           -0.109337           -0.538395
                 425                4.25           -0.114721            -0.53759
                 426                4.26           -0.120096           -0.536787
                 427                4.27           -0.125464           -0.535984
                 428                4.28           -0.130824           -0.535183
                 429                4.29           -0.136176           -0.534383
                 430                 4.3            -0.14152           -0.533584
                 431                4.31           -0.146856           -0.532786
                 432                4.32           -0.152184            -0.53199
                 433                4.33           -0.157503           -0.531194
