            Interval              Radial            Vertical
                   0                   0            0.121567
                   0                   0            0.121567
                   1           0.0314108            0.121073
                   2           0.0627905            0.119593
                   3           0.0941083            0.117128
                   4            0.125333            0.113681
                   5            0.156434            0.109255
                   6            0.187381            0.103854
                   7            0.218143           0.0974833
                   8             0.24869           0.0901497
                   9            0.278991           0.0818602
                  10            0.309017            0.072623
                  11            0.338738           0.0624473
                  12            0.368125            0.051343
                  13            0.397148           0.0393211
                  14            0.425779           0.0263936
                  15             0.45399            0.012573
                  16            0.481754          -0.0021268
                  17            0.509041          -0.0176915
                  18            0.535827          -0.0341056
                  19            0.562083          -0.0513529
                  20            0.587785          -0.0694165
                  21            0.612907          -0.0882785
                  22            0.637424            -0.10792
                  23            0.661312           -0.128322
                  24            0.684547           -0.149465
                  25            0.707107           -0.171327
                  26            0.728969           -0.193886
                  27            0.750111           -0.217122
                  28            0.770513           -0.241009
                  29            0.790155           -0.265526
                  30            0.809017           -0.290648
                  31            0.827081            -0.31635
                  32            0.844328           -0.342607
                  33            0.860742           -0.369392
                  34            0.876307            -0.39668
                  35            0.891007           -0.424443
                  36            0.904827           -0.452654
                  37            0.917755           -0.481286
                  38            0.929776           -0.510309
                  39            0.940881           -0.539696
                  40            0.951057           -0.569416
                  41            0.960294           -0.599442
                  42            0.968583           -0.629744
                  43            0.975917            -0.66029
                  44            0.982287           -0.691052
                  45            0.987688           -0.721999
                  46            0.992115             -0.7531
                  47            0.995562           -0.784325
                  48            0.998027           -0.815643
                  49            0.999507           -0.847023
                  50                   1           -0.878433
                  51            0.999507           -0.909844
                  52            0.998027           -0.941224
                  53            0.995562           -0.972542
                  54            0.992115            -1.00377
                  55            0.987688            -1.03487
                  56            0.982287            -1.06581
                  57            0.975917            -1.09658
                  58            0.968583            -1.12712
                  59            0.960294            -1.15742
                  60            0.951057            -1.18745
                  61            0.940881            -1.21717
                  62            0.929776            -1.24656
                  63            0.917755            -1.27558
                  64            0.904827            -1.30421
                  65            0.891007            -1.33242
                  66            0.876307            -1.36019
                  67            0.860742            -1.38747
                  68            0.844328            -1.41426
                  69            0.827081            -1.44052
                  70            0.809017            -1.46622
                  71            0.790155            -1.49134
                  72            0.770513            -1.51586
                  73            0.750111            -1.53975
                  74            0.728969            -1.56298
                  75            0.707107            -1.58554
                  76            0.684547             -1.6074
                  77            0.661312            -1.62854
                  78            0.637424            -1.64895
                  79            0.612907            -1.66859
                  80            0.587785            -1.68745
                  81            0.562083            -1.70551
                  82            0.535827            -1.72276
                  83            0.509041            -1.73918
                  84            0.481754            -1.75474
                  85             0.45399            -1.76944
                  86            0.425779            -1.78326
                  87            0.397148            -1.79619
                  88            0.368125            -1.80821
                  89            0.338738            -1.81931
                  90            0.309017            -1.82949
                  91            0.278991            -1.83873
                  92             0.24869            -1.84702
                  93            0.218143            -1.85435
                  94            0.187381            -1.86072
                  95            0.156434            -1.86612
                  96            0.125333            -1.87055
                  97           0.0941083              -1.874
                  98           0.0627905            -1.87646
                  99                   0            -1.87843
