           iteration                time              height            velocity
                   0                   0                   3           -0.642748
                   1                0.01             2.99357           -0.642019
                   2                0.02             2.98715           -0.641288
                   3                0.03             2.98074           -0.640554
                   4                0.04             2.97433           -0.639819
                   5                0.05             2.96794           -0.639081
                   6                0.06             2.96154           -0.638342
                   7                0.07             2.95516           -0.637601
                   8                0.08             2.94879           -0.636857
                   9                0.09             2.94242           -0.636112
                  10                 0.1             2.93606           -0.635364
                  11                0.11              2.9297           -0.634615
                  12                0.12             2.92336           -0.633864
                  13                0.13             2.91702            -0.63311
                  14                0.14             2.91069           -0.632355
                  15                0.15             2.90436           -0.631597
                  16                0.16             2.89805           -0.630837
                  17                0.17             2.89174           -0.630076
                  18                0.18             2.88544           -0.629312
                  19                0.19             2.87914           -0.628546
                  20                 0.2             2.87286           -0.627778
                  21                0.21             2.86658           -0.627008
                  22                0.22             2.86031           -0.626236
                  23                0.23             2.85405           -0.625462
                  24                0.24             2.84779           -0.624686
                  25                0.25             2.84155           -0.623908
                  26                0.26             2.83531           -0.623128
                  27                0.27             2.82908           -0.622345
                  28                0.28             2.82285           -0.621561
                  29                0.29             2.81664           -0.620774
                  30                 0.3             2.81043           -0.619985
                  31                0.31             2.80423           -0.619195
                  32                0.32             2.79804           -0.618402
                  33                0.33             2.79185           -0.617606
                  34                0.34             2.78568           -0.616809
                  35                0.35             2.77951            -0.61601
                  36                0.36             2.77335           -0.615208
                  37                0.37              2.7672           -0.614405
                  38                0.38             2.76105           -0.613599
                  39                0.39             2.75492           -0.612791
                  40                 0.4             2.74879           -0.611981
                  41                0.41             2.74267           -0.611169
                  42                0.42             2.73656           -0.610355
                  43                0.43             2.73046           -0.609538
                  44                0.44             2.72436           -0.608719
                  45                0.45             2.71827           -0.607899
                  46                0.46             2.71219           -0.607075
                  47                0.47             2.70612            -0.60625
                  48                0.48             2.70006           -0.605423
                  49                0.49             2.69401           -0.604593
                  50                 0.5             2.68796           -0.603761
                  51                0.51             2.68192           -0.602928
                  52                0.52             2.67589           -0.602091
                  53                0.53             2.66987           -0.601253
                  54                0.54             2.66386           -0.600412
                  55                0.55             2.65786            -0.59957
                  56                0.56             2.65186           -0.598725
                  57                0.57             2.64587           -0.597877
                  58                0.58             2.63989           -0.597028
                  59                0.59             2.63392           -0.596176
                  60                 0.6             2.62796           -0.595323
                  61                0.61             2.62201           -0.594466
                  62                0.62             2.61606           -0.593608
                  63                0.63             2.61013           -0.592748
                  64                0.64              2.6042           -0.591885
                  65                0.65             2.59828            -0.59102
                  66                0.66             2.59237           -0.590152
                  67                0.67             2.58647           -0.589283
                  68                0.68             2.58058           -0.588411
                  69                0.69             2.57469           -0.587537
                  70                 0.7             2.56882           -0.586661
                  71                0.71             2.56295           -0.585782
                  72                0.72             2.55709           -0.584901
                  73                0.73             2.55124           -0.584018
                  74                0.74              2.5454           -0.583133
                  75                0.75             2.53957           -0.582245
                  76                0.76             2.53375           -0.581356
                  77                0.77             2.52794           -0.580463
                  78                0.78             2.52213           -0.579569
                  79                0.79             2.51634           -0.578672
                  80                 0.8             2.51055           -0.577773
                  81                0.81             2.50477           -0.576872
                  82                0.82               2.499           -0.575969
                  83                0.83             2.49324           -0.575063
                  84                0.84             2.48749           -0.574155
                  85                0.85             2.48175           -0.573244
                  86                0.86             2.47602           -0.572332
                  87                0.87              2.4703           -0.571417
                  88                0.88             2.46458           -0.570499
                  89                0.89             2.45888            -0.56958
                  90                 0.9             2.45318           -0.568658
                  91                0.91             2.44749           -0.567734
                  92                0.92             2.44182           -0.566807
                  93                0.93             2.43615           -0.565878
                  94                0.94             2.43049           -0.564947
                  95                0.95             2.42484           -0.564014
                  96                0.96              2.4192           -0.563078
                  97                0.97             2.41357            -0.56214
                  98                0.98             2.40795             -0.5612
                  99                0.99             2.40234           -0.560257
                 100                   1             2.39673           -0.559312
                 101                1.01             2.39114           -0.558365
                 102                1.02             2.38556           -0.557416
                 103                1.03             2.37998           -0.556464
                 104                1.04             2.37442            -0.55551
                 105                1.05             2.36886           -0.554553
                 106                1.06             2.36332           -0.553594
                 107                1.07             2.35778           -0.552633
                 108                1.08             2.35225            -0.55167
                 109                1.09             2.34674           -0.550704
                 110                 1.1             2.34123           -0.549736
                 111                1.11             2.33573           -0.548766
                 112                1.12             2.33025           -0.547793
                 113                1.13             2.32477           -0.546818
                 114                1.14              2.3193           -0.545841
                 115                1.15             2.31384           -0.544861
                 116                1.16             2.30839           -0.543879
                 117                1.17             2.30295           -0.542895
                 118                1.18             2.29753           -0.541908
                 119                1.19             2.29211            -0.54092
                 120                 1.2              2.2867           -0.539929
                 121                1.21              2.2813           -0.538935
                 122                1.22             2.27591           -0.537939
                 123                1.23             2.27053           -0.536941
                 124                1.24             2.26516           -0.535941
                 125                1.25              2.2598           -0.534938
                 126                1.26             2.25445           -0.533933
                 127                1.27             2.24911           -0.532926
                 128                1.28             2.24378           -0.531916
                 129                1.29             2.23846           -0.530905
                 130                 1.3             2.23315           -0.529891
                 131                1.31             2.22785           -0.528874
                 132                1.32             2.22257           -0.527855
                 133                1.33             2.21729           -0.526834
                 134                1.34             2.21202           -0.525811
                 135                1.35             2.20676           -0.524786
                 136                1.36             2.20151           -0.523758
                 137                1.37             2.19628           -0.522728
                 138                1.38             2.19105           -0.521695
                 139                1.39             2.18583           -0.520661
                 140                 1.4             2.18062           -0.519624
                 141                1.41             2.17543           -0.518585
                 142                1.42             2.17024           -0.517543
                 143                1.43             2.16507           -0.516499
                 144                1.44              2.1599           -0.515454
                 145                1.45             2.15475           -0.514405
                 146                1.46              2.1496           -0.513355
                 147                1.47             2.14447           -0.512302
                 148                1.48             2.13935           -0.511247
                 149                1.49             2.13423            -0.51019
                 150                 1.5             2.12913           -0.509131
                 151                1.51             2.12404           -0.508069
                 152                1.52             2.11896           -0.507006
                 153                1.53             2.11389            -0.50594
                 154                1.54             2.10883           -0.504871
                 155                1.55             2.10378           -0.503801
                 156                1.56             2.09874           -0.502728
                 157                1.57             2.09372           -0.501654
                 158                1.58              2.0887           -0.500577
                 159                1.59              2.0837           -0.499498
                 160                 1.6              2.0787           -0.498416
                 161                1.61             2.07372           -0.497333
                 162                1.62             2.06874           -0.496247
                 163                1.63             2.06378           -0.495159
                 164                1.64             2.05883           -0.494069
                 165                1.65             2.05389           -0.492977
                 166                1.66             2.04896           -0.491883
                 167                1.67             2.04404           -0.490787
                 168                1.68             2.03913           -0.489688
                 169                1.69             2.03423           -0.488588
                 170                 1.7             2.02935           -0.487485
                 171                1.71             2.02447            -0.48638
                 172                1.72             2.01961           -0.485273
                 173                1.73             2.01476           -0.484164
                 174                1.74             2.00992           -0.483053
                 175                1.75             2.00509            -0.48194
                 176                1.76             2.00027           -0.480825
                 177                1.77             1.99546           -0.479708
                 178                1.78             1.99066           -0.478588
