            Interval              Radial            Vertical
                   0                   0           -0.940432
                   0                   0           -0.940432
                   1           0.0314108           -0.940925
                   2           0.0627905           -0.942405
                   3           0.0941083            -0.94487
                   4            0.125333           -0.948317
                   5            0.156434           -0.952743
                   6            0.187381           -0.958144
                   7            0.218143           -0.964515
                   8             0.24869           -0.971849
                   9            0.278991           -0.980138
                  10            0.309017           -0.989375
                  11            0.338738           -0.999551
                  12            0.368125            -1.01066
                  13            0.397148            -1.02268
                  14            0.425779             -1.0356
                  15             0.45399            -1.04943
                  16            0.481754            -1.06413
                  17            0.509041            -1.07969
                  18            0.535827             -1.0961
                  19            0.562083            -1.11335
                  20            0.587785            -1.13141
                  21            0.612907            -1.15028
                  22            0.637424            -1.16992
                  23            0.661312            -1.19032
                  24            0.684547            -1.21146
                  25            0.707107            -1.23332
                  26            0.728969            -1.25588
                  27            0.750111            -1.27912
                  28            0.770513            -1.30301
                  29            0.790155            -1.32752
                  30            0.809017            -1.35265
                  31            0.827081            -1.37835
                  32            0.844328             -1.4046
                  33            0.860742            -1.43139
                  34            0.876307            -1.45868
                  35            0.891007            -1.48644
                  36            0.904827            -1.51465
                  37            0.917755            -1.54328
                  38            0.929776            -1.57231
                  39            0.940881            -1.60169
                  40            0.951057            -1.63141
                  41            0.960294            -1.66144
                  42            0.968583            -1.69174
                  43            0.975917            -1.72229
                  44            0.982287            -1.75305
                  45            0.987688              -1.784
                  46            0.992115             -1.8151
                  47            0.995562            -1.84632
                  48            0.998027            -1.87764
                  49            0.999507            -1.90902
                  50                   1            -1.94043
                  51            0.999507            -1.97184
                  52            0.998027            -2.00322
                  53            0.995562            -2.03454
                  54            0.992115            -2.06576
                  55            0.987688            -2.09687
                  56            0.982287            -2.12781
                  57            0.975917            -2.15857
                  58            0.968583            -2.18912
                  59            0.960294            -2.21942
                  60            0.951057            -2.24945
                  61            0.940881            -2.27917
                  62            0.929776            -2.30856
                  63            0.917755            -2.33758
                  64            0.904827            -2.36621
                  65            0.891007            -2.39442
                  66            0.876307            -2.42219
                  67            0.860742            -2.44947
                  68            0.844328            -2.47626
                  69            0.827081            -2.50252
                  70            0.809017            -2.52822
                  71            0.790155            -2.55334
                  72            0.770513            -2.57786
                  73            0.750111            -2.60174
                  74            0.728969            -2.62498
                  75            0.707107            -2.64754
                  76            0.684547             -2.6694
                  77            0.661312            -2.69054
                  78            0.637424            -2.71094
                  79            0.612907            -2.73059
                  80            0.587785            -2.74945
                  81            0.562083            -2.76751
                  82            0.535827            -2.78476
                  83            0.509041            -2.80117
                  84            0.481754            -2.81674
                  85             0.45399            -2.83144
                  86            0.425779            -2.84526
                  87            0.397148            -2.85819
                  88            0.368125            -2.87021
                  89            0.338738            -2.88131
                  90            0.309017            -2.89149
                  91            0.278991            -2.90073
                  92             0.24869            -2.90901
                  93            0.218143            -2.91635
                  94            0.187381            -2.92272
                  95            0.156434            -2.92812
                  96            0.125333            -2.93255
                  97           0.0941083            -2.93599
                  98           0.0627905            -2.93846
                  99                   0            -2.94043
