            Interval              Radial            Vertical
                   0                   0             2.15255
                   0                   0             2.15255
                   1           0.0314108             2.15206
                   2           0.0627905             2.15058
                   3           0.0941083             2.14811
                   4            0.125333             2.14467
                   5            0.156434             2.14024
                   6            0.187381             2.13484
                   7            0.218143             2.12847
                   8             0.24869             2.12114
                   9            0.278991             2.11285
                  10            0.309017             2.10361
                  11            0.338738             2.09343
                  12            0.368125             2.08233
                  13            0.397148             2.07031
                  14            0.425779             2.05738
                  15             0.45399             2.04356
                  16            0.481754             2.02886
                  17            0.509041             2.01329
                  18            0.535827             1.99688
                  19            0.562083             1.97963
                  20            0.587785             1.96157
                  21            0.612907             1.94271
                  22            0.637424             1.92307
                  23            0.661312             1.90266
                  24            0.684547             1.88152
                  25            0.707107             1.85966
                  26            0.728969              1.8371
                  27            0.750111             1.81386
                  28            0.770513             1.78998
                  29            0.790155             1.76546
                  30            0.809017             1.74034
                  31            0.827081             1.71464
                  32            0.844328             1.68838
                  33            0.860742             1.66159
                  34            0.876307             1.63431
                  35            0.891007             1.60654
                  36            0.904827             1.57833
                  37            0.917755              1.5497
                  38            0.929776             1.52068
                  39            0.940881             1.49129
                  40            0.951057             1.46157
                  41            0.960294             1.43154
                  42            0.968583             1.40124
                  43            0.975917              1.3707
                  44            0.982287             1.33993
                  45            0.987688             1.30899
                  46            0.992115             1.27789
                  47            0.995562             1.24666
                  48            0.998027             1.21534
                  49            0.999507             1.18396
                  50                   1             1.15255
                  51            0.999507             1.12114
                  52            0.998027             1.08976
                  53            0.995562             1.05844
                  54            0.992115             1.02722
                  55            0.987688            0.996118
                  56            0.982287            0.965171
                  57            0.975917            0.934409
                  58            0.968583            0.903862
                  59            0.960294            0.873561
                  60            0.951057            0.843535
                  61            0.940881            0.813814
                  62            0.929776            0.784428
                  63            0.917755            0.755404
                  64            0.904827            0.726773
                  65            0.891007            0.698562
                  66            0.876307            0.670799
                  67            0.860742            0.643511
                  68            0.844328            0.616726
                  69            0.827081            0.590469
                  70            0.809017            0.564767
                  71            0.790155            0.539645
                  72            0.770513            0.515128
                  73            0.750111            0.491241
                  74            0.728969            0.468005
                  75            0.707107            0.445446
                  76            0.684547            0.423584
                  77            0.661312            0.402441
                  78            0.637424            0.382039
                  79            0.612907            0.362397
                  80            0.587785            0.343535
                  81            0.562083            0.325472
                  82            0.535827            0.308224
                  83            0.509041             0.29181
                  84            0.481754            0.276246
                  85             0.45399            0.261546
                  86            0.425779            0.247725
                  87            0.397148            0.234798
                  88            0.368125            0.222776
                  89            0.338738            0.211672
                  90            0.309017            0.201496
                  91            0.278991            0.192259
                  92             0.24869            0.183969
                  93            0.218143            0.176636
                  94            0.187381            0.170265
                  95            0.156434            0.164864
                  96            0.125333            0.160438
                  97           0.0941083             0.15699
                  98           0.0627905            0.154526
                  99                   0            0.152552
