           iteration                time              height            velocity
                   0                   0                   3            -1.34193
                   1                0.01             2.98658            -1.31961
                   2                0.02             2.97338            -1.29863
                   3                0.03              2.9604            -1.27891
                   4                0.04             2.94761            -1.26036
                   5                0.05             2.93501            -1.24289
                   6                0.06             2.92258            -1.22643
                   7                0.07             2.91031            -1.21092
                   8                0.08              2.8982            -1.19628
                   9                0.09             2.88624            -1.18246
                  10                 0.1             2.87442             -1.1694
                  11                0.11             2.86272            -1.15704
                  12                0.12             2.85115            -1.14535
                  13                0.13              2.8397            -1.13428
                  14                0.14             2.82836            -1.12377
                  15                0.15             2.81712            -1.11381
                  16                0.16             2.80598            -1.10434
                  17                0.17             2.79494            -1.09534
                  18                0.18             2.78398            -1.08677
                  19                0.19             2.77311            -1.07861
                  20                 0.2             2.76233            -1.07083
                  21                0.21             2.75162             -1.0634
                  22                0.22             2.74099            -1.05631
                  23                0.23             2.73042            -1.04953
                  24                0.24             2.71993            -1.04303
                  25                0.25              2.7095            -1.03681
                  26                0.26             2.69913            -1.03084
                  27                0.27             2.68882            -1.02511
                  28                0.28             2.67857             -1.0196
                  29                0.29             2.66837            -1.01431
                  30                 0.3             2.65823             -1.0092
                  31                0.31             2.64814            -1.00429
                  32                0.32              2.6381           -0.999543
                  33                0.33              2.6281           -0.994962
                  34                0.34             2.61815           -0.990534
                  35                0.35             2.60825           -0.986249
                  36                0.36             2.59838             -0.9821
                  37                0.37             2.58856           -0.978079
                  38                0.38             2.57878           -0.974177
                  39                0.39             2.56904            -0.97039
                  40                 0.4             2.55934           -0.966709
                  41                0.41             2.54967           -0.963129
                  42                0.42             2.54004           -0.959645
                  43                0.43             2.53044           -0.956251
                  44                0.44             2.52088           -0.952943
                  45                0.45             2.51135           -0.949716
                  46                0.46             2.50185           -0.946565
                  47                0.47             2.49239           -0.943488
                  48                0.48             2.48295            -0.94048
                  49                0.49             2.47355           -0.937537
                  50                 0.5             2.46417           -0.934658
                  51                0.51             2.45482           -0.931837
                  52                0.52             2.44551           -0.929074
                  53                0.53             2.43622           -0.926364
                  54                0.54             2.42695           -0.923706
                  55                0.55             2.41771           -0.921097
                  56                0.56              2.4085           -0.918536
                  57                0.57             2.39932           -0.916019
                  58                0.58             2.39016           -0.913546
                  59                0.59             2.38102           -0.911113
                  60                 0.6             2.37191           -0.908721
                  61                0.61             2.36282           -0.906366
                  62                0.62             2.35376           -0.904048
                  63                0.63             2.34472           -0.901765
                  64                0.64              2.3357           -0.899515
                  65                0.65             2.32671           -0.897298
                  66                0.66             2.31773           -0.895113
                  67                0.67             2.30878           -0.892957
                  68                0.68             2.29985            -0.89083
                  69                0.69             2.29095           -0.888732
                  70                 0.7             2.28206            -0.88666
                  71                0.71             2.27319           -0.884615
                  72                0.72             2.26435           -0.882595
                  73                0.73             2.25552           -0.880599
                  74                0.74             2.24671           -0.878628
                  75                0.75             2.23793           -0.876679
                  76                0.76             2.22916           -0.874752
                  77                0.77             2.22041           -0.872847
                  78                0.78             2.21168           -0.870963
                  79                0.79             2.20297           -0.869099
                  80                 0.8             2.19428           -0.867255
                  81                0.81             2.18561           -0.865431
                  82                0.82             2.17696           -0.863625
                  83                0.83             2.16832           -0.861837
                  84                0.84              2.1597           -0.860066
                  85                0.85              2.1511           -0.858313
                  86                0.86             2.14252           -0.856577
                  87                0.87             2.13395           -0.854857
                  88                0.88              2.1254           -0.853153
                  89                0.89             2.11687           -0.851464
                  90                 0.9             2.10836            -0.84979
                  91                0.91             2.09986           -0.848132
                  92                0.92             2.09138           -0.846487
                  93                0.93             2.08291           -0.844857
                  94                0.94             2.07447            -0.84324
